Date,pasir_kemudi_t2m,pasir_kemudi_d2m,pasir_kemudi_sp,pasir_kemudi_u10,pasir_kemudi_v10,pasir_kemudi_tcwv,pasir_kemudi_rh,pasir_kemudi_ws,pasir_kemudi_tp,felda_panching_t2m,felda_panching_d2m,felda_panching_sp,felda_panching_u10,felda_panching_v10,felda_panching_tcwv,felda_panching_rh,felda_panching_ws,felda_panching_tp,komtur_t2m,komtur_d2m,komtur_sp,komtur_u10,komtur_v10,komtur_tcwv,komtur_rh,komtur_ws,komtur_tp,sg_belat_t2m,sg_belat_d2m,sg_belat_sp,sg_belat_u10,sg_belat_v10,sg_belat_tcwv,sg_belat_rh,sg_belat_ws,sg_belat_tp,sg_cherating_t2m,sg_cherating_d2m,sg_cherating_sp,sg_cherating_u10,sg_cherating_v10,sg_cherating_tcwv,sg_cherating_rh,sg_cherating_ws,sg_cherating_tp
2016-01-16,26.692688,24.907074,1005.85956,-0.7484932,-0.5645447,52.604404,90.11003,1.392476,0.33044815,26.692688,24.907074,1005.85956,-0.7484932,-0.5645447,52.604404,90.11003,1.392476,0.33044815,26.692688,24.907074,1005.85956,-0.7484932,-0.5645447,52.604404,90.11003,1.392476,0.33044815,26.692688,24.907074,1005.85956,-0.7484932,-0.5645447,52.604404,90.11003,1.392476,0.33044815,26.77716,23.947113,1008.42957,-1.4179268,-0.5389099,53.047276,84.553154,1.7250068,0.29039383
2016-01-17,27.517822,24.788544,1006.21643,-0.27559662,-0.89697266,52.53507,85.86737,1.4543085,0.22983551,27.517822,24.788544,1006.21643,-0.27559662,-0.89697266,52.53507,85.86737,1.4543085,0.22983551,27.517822,24.788544,1006.21643,-0.27559662,-0.89697266,52.53507,85.86737,1.4543085,0.22983551,27.517822,24.788544,1006.21643,-0.27559662,-0.89697266,52.53507,85.86737,1.4543085,0.22983551,27.389404,24.013153,1008.7689,-1.0832138,-1.3518066,51.17374,81.88177,1.9866484,0.38146973
2016-01-18,27.974823,24.65924,1005.84235,-0.9039612,-1.3800735,49.76876,83.24105,2.1065555,0.123500824,27.974823,24.65924,1005.84235,-0.9039612,-1.3800735,49.76876,83.24105,2.1065555,0.123500824,27.974823,24.65924,1005.84235,-0.9039612,-1.3800735,49.76876,83.24105,2.1065555,0.123500824,27.974823,24.65924,1005.84235,-0.9039612,-1.3800735,49.76876,83.24105,2.1065555,0.123500824,27.619843,24.073792,1008.48486,-1.9288635,-2.1164017,49.92208,81.073456,3.1316328,0.19979477
2016-01-19,27.726593,24.538208,1007.34875,-1.2264977,-2.0297165,45.765537,83.12239,2.745401,0.21266937,27.726593,24.538208,1007.34875,-1.2264977,-2.0297165,45.765537,83.12239,2.745401,0.21266937,27.726593,24.538208,1007.34875,-1.2264977,-2.0297165,45.765537,83.12239,2.745401,0.21266937,27.726593,24.538208,1007.34875,-1.2264977,-2.0297165,45.765537,83.12239,2.745401,0.21266937,27.80716,23.518677,1009.92126,-2.645443,-3.94207,44.584385,77.6944,4.8320127,0.37288666
2016-01-20,27.725891,23.58078,1008.2031,-1.2220306,-2.295658,38.218456,78.96791,2.9957786,0.03671646,27.725891,23.58078,1008.2031,-1.2220306,-2.295658,38.218456,78.96791,2.9957786,0.03671646,27.725891,23.58078,1008.2031,-1.2220306,-2.295658,38.218456,78.96791,2.9957786,0.03671646,27.725891,23.58078,1008.2031,-1.2220306,-2.295658,38.218456,78.96791,2.9957786,0.03671646,27.790833,23.322968,1010.8706,-2.2774506,-3.4946327,38.797558,76.71084,4.342998,0.1335144
2016-01-21,27.370453,23.728699,1008.1114,-1.2463226,-2.188961,52.195484,81.07193,2.6410997,0.4105568,27.370453,23.728699,1008.1114,-1.2463226,-2.188961,52.195484,81.07193,2.6410997,0.4105568,27.370453,23.728699,1008.1114,-1.2463226,-2.188961,52.195484,81.07193,2.6410997,0.4105568,27.370453,23.728699,1008.1114,-1.2463226,-2.188961,52.195484,81.07193,2.6410997,0.4105568,27.168304,23.473816,1010.6514,-2.2306976,-3.0942345,52.819996,80.485085,3.830769,0.82445145
2016-01-22,26.460815,24.425873,1008.3678,-0.8260689,-3.23077,60.096485,88.713486,3.50001,0.9059906,26.460815,24.425873,1008.3678,-0.8260689,-3.23077,60.096485,88.713486,3.50001,0.9059906,26.460815,24.425873,1008.3678,-0.8260689,-3.23077,60.096485,88.713486,3.50001,0.9059906,26.460815,24.425873,1008.3678,-0.8260689,-3.23077,60.096485,88.713486,3.50001,0.9059906,26.995483,23.800385,1011.22034,-0.5792427,-5.285946,59.454884,82.84922,5.507459,2.2287369
2016-01-23,27.429718,24.230377,1008.7025,-1.1604576,-3.3826218,55.41484,83.19867,3.7417815,0.45776367,27.429718,24.230377,1008.7025,-1.1604576,-3.3826218,55.41484,83.19867,3.7417815,0.45776367,27.429718,24.230377,1008.7025,-1.1604576,-3.3826218,55.41484,83.19867,3.7417815,0.45776367,27.429718,24.230377,1008.7025,-1.1604576,-3.3826218,55.41484,83.19867,3.7417815,0.45776367,27.3638,24.24112,1011.39,-1.7070885,-5.445366,56.229782,83.214645,5.9052525,1.0008812
2016-01-24,27.586975,23.683807,1009.71045,-1.9203224,-4.404606,51.415916,80.09117,4.9279633,1.1634827,27.586975,23.683807,1009.71045,-1.9203224,-4.404606,51.415916,80.09117,4.9279633,1.1634827,27.586975,23.683807,1009.71045,-1.9203224,-4.404606,51.415916,80.09117,4.9279633,1.1634827,27.586975,23.683807,1009.71045,-1.9203224,-4.404606,51.415916,80.09117,4.9279633,1.1634827,26.74762,23.941132,1012.4404,-3.6918068,-6.7368813,51.00625,84.81348,7.711023,1.3008118
2016-01-25,26.322784,24.0029,1009.58685,-2.6338234,-4.516308,50.215893,87.37906,5.233503,1.1463165,26.322784,24.0029,1009.58685,-2.6338234,-4.516308,50.215893,87.37906,5.233503,1.1463165,26.322784,24.0029,1009.58685,-2.6338234,-4.516308,50.215893,87.37906,5.233503,1.1463165,26.322784,24.0029,1009.58685,-2.6338234,-4.516308,50.215893,87.37906,5.233503,1.1463165,25.800812,23.800262,1012.2444,-5.294956,-6.4271965,51.360912,88.748,8.336189,1.2950897
2016-01-26,26.376923,24.325195,1008.7334,-1.7231674,-3.6190872,54.60892,88.60592,4.044508,3.0879974,26.376923,24.325195,1008.7334,-1.7231674,-3.6190872,54.60892,88.60592,4.044508,3.0879974,26.376923,24.325195,1008.7334,-1.7231674,-3.6190872,54.60892,88.60592,4.044508,3.0879974,26.376923,24.325195,1008.7334,-1.7231674,-3.6190872,54.60892,88.60592,4.044508,3.0879974,25.952606,23.933105,1011.3184,-4.4663315,-5.4845657,55.289097,88.66226,7.140932,3.4985542
2016-01-27,26.89853,24.510315,1008.0622,-0.8283615,-3.0133934,55.354694,87.04619,3.2339225,1.033783,26.89853,24.510315,1008.0622,-0.8283615,-3.0133934,55.354694,87.04619,3.2339225,1.033783,26.89853,24.510315,1008.0622,-0.8283615,-3.0133934,55.354694,87.04619,3.2339225,1.033783,26.89853,24.510315,1008.0622,-0.8283615,-3.0133934,55.354694,87.04619,3.2339225,1.033783,25.923431,24.174377,1010.7072,-2.0153732,-4.0898094,55.758015,90.10546,4.6073666,1.8177032
2016-01-28,27.172699,24.66504,1007.64636,-1.467289,-2.674282,52.467148,86.657166,3.238682,0.54359436,27.172699,24.66504,1007.64636,-1.467289,-2.674282,52.467148,86.657166,3.238682,0.54359436,27.172699,24.66504,1007.64636,-1.467289,-2.674282,52.467148,86.657166,3.238682,0.54359436,27.172699,24.66504,1007.64636,-1.467289,-2.674282,52.467148,86.657166,3.238682,0.54359436,26.487152,24.03125,1010.3214,-1.8740273,-4.087612,53.178085,86.469025,4.650959,0.98514557
2016-01-29,27.373901,24.347809,1007.8688,-0.917923,-3.3327255,48.137207,84.10953,3.6107142,0.21314621,27.373901,24.347809,1007.8688,-0.917923,-3.3327255,48.137207,84.10953,3.6107142,0.21314621,27.373901,24.347809,1007.8688,-0.917923,-3.3327255,48.137207,84.10953,3.6107142,0.21314621,27.373901,24.347809,1007.8688,-0.917923,-3.3327255,48.137207,84.10953,3.6107142,0.21314621,27.201538,24.163239,1010.5637,-1.4679718,-5.704796,48.02881,83.59465,5.962109,1.3513565
2016-01-30,27.6221,24.148193,1007.2584,-0.8878746,-2.8746796,46.425007,82.15005,3.1935596,0.03528595,27.6221,24.148193,1007.2584,-0.8878746,-2.8746796,46.425007,82.15005,3.1935596,0.03528595,27.6221,24.148193,1007.2584,-0.8878746,-2.8746796,46.425007,82.15005,3.1935596,0.03528595,27.6221,24.148193,1007.2584,-0.8878746,-2.8746796,46.425007,82.15005,3.1935596,0.03528595,27.33255,23.882568,1009.90344,-1.4970055,-4.490158,47.02364,81.49719,4.845973,0.30136108
2016-01-31,27.600128,24.138367,1006.9415,-0.52708817,-3.4061317,47.70663,82.05714,3.5801578,0.049591064,27.600128,24.138367,1006.9415,-0.52708817,-3.4061317,47.70663,82.05714,3.5801578,0.049591064,27.600128,24.138367,1006.9415,-0.52708817,-3.4061317,47.70663,82.05714,3.5801578,0.049591064,27.600128,24.138367,1006.9415,-0.52708817,-3.4061317,47.70663,82.05714,3.5801578,0.049591064,26.76419,24.048035,1009.66656,-0.28221512,-6.205204,47.898037,85.123566,6.2976265,0.22029877
2016-02-01,27.51419,23.4234,1006.97235,-0.7663002,-3.6365242,39.94751,79.09068,3.8761938,0.06771088,27.51419,23.4234,1006.97235,-0.7663002,-3.6365242,39.94751,79.09068,3.8761938,0.06771088,27.51419,23.4234,1006.97235,-0.7663002,-3.6365242,39.94751,79.09068,3.8761938,0.06771088,27.51419,23.4234,1006.97235,-0.7663002,-3.6365242,39.94751,79.09068,3.8761938,0.06771088,26.83255,23.981995,1009.6923,-0.62591934,-6.4861336,40.526123,84.56015,6.579027,0.39863586
2016-02-02,27.34674,23.589508,1007.10016,-1.0945168,-4.1067543,44.910057,80.63815,4.379872,0.21600723,27.34674,23.589508,1007.10016,-1.0945168,-4.1067543,44.910057,80.63815,4.379872,0.21600723,27.34674,23.589508,1007.10016,-1.0945168,-4.1067543,44.910057,80.63815,4.379872,0.21600723,27.34674,23.589508,1007.10016,-1.0945168,-4.1067543,44.910057,80.63815,4.379872,0.21600723,26.095764,24.030426,1009.84015,-1.1806984,-6.363346,47.38369,88.47774,6.648674,1.0910034
2016-02-03,26.516388,23.938751,1007.1881,-1.1879768,-3.587864,53.723213,86.1234,3.8210742,0.30183792,26.516388,23.938751,1007.1881,-1.1879768,-3.587864,53.723213,86.1234,3.8210742,0.30183792,26.516388,23.938751,1007.1881,-1.1879768,-3.587864,53.723213,86.1234,3.8210742,0.30183792,26.516388,23.938751,1007.1881,-1.1879768,-3.587864,53.723213,86.1234,3.8210742,0.30183792,25.855743,23.859161,1009.84564,-1.9294319,-4.9882545,55.617256,88.79254,5.3491135,3.2310486
2016-02-04,26.045013,24.29245,1006.833,-1.0463524,-2.811699,61.44432,90.254654,3.1914346,2.4466515,26.045013,24.29245,1006.833,-1.0463524,-2.811699,61.44432,90.254654,3.1914346,2.4466515,26.045013,24.29245,1006.833,-1.0463524,-2.811699,61.44432,90.254654,3.1914346,2.4466515,26.045013,24.29245,1006.833,-1.0463524,-2.811699,61.44432,90.254654,3.1914346,2.4466515,26.289642,24.486298,1009.313,-3.7968407,-5.0228806,61.636215,89.841156,6.3502965,4.011154
2016-02-05,26.268555,24.659119,1005.5714,-2.4635582,-3.3005943,61.57053,91.00267,4.166033,1.9984245,26.268555,24.659119,1005.5714,-2.4635582,-3.3005943,61.57053,91.00267,4.166033,1.9984245,26.268555,24.659119,1005.5714,-2.4635582,-3.3005943,61.57053,91.00267,4.166033,1.9984245,26.268555,24.659119,1005.5714,-2.4635582,-3.3005943,61.57053,91.00267,4.166033,1.9984245,26.467773,24.554138,1008.1414,-4.8600426,-4.9451256,60.842503,89.29802,6.942999,2.4886131
2016-02-06,26.035217,24.070587,1006.83984,-3.329197,-4.3912544,57.33349,89.02532,5.586466,4.392147,26.035217,24.070587,1006.83984,-3.329197,-4.3912544,57.33349,89.02532,5.586466,4.392147,26.035217,24.070587,1006.83984,-3.329197,-4.3912544,57.33349,89.02532,5.586466,4.392147,26.035217,24.070587,1006.83984,-3.329197,-4.3912544,57.33349,89.02532,5.586466,4.392147,26.719788,24.147736,1009.45734,-6.4117165,-7.329487,57.28808,85.8884,9.750426,3.358841
2016-02-07,26.077484,23.16333,1007.9564,-2.6071358,-5.829487,52.64432,84.15439,6.4287972,0.7505417,26.077484,23.16333,1007.9564,-2.6071358,-5.829487,52.64432,84.15439,6.4287972,0.7505417,26.077484,23.16333,1007.9564,-2.6071358,-5.829487,52.64432,84.15439,6.4287972,0.7505417,26.077484,23.16333,1007.9564,-2.6071358,-5.829487,52.64432,84.15439,6.4287972,0.7505417,26.668304,22.959717,1010.7114,-5.592243,-9.225239,49.48514,80.14431,10.821772,0.95939636
2016-02-08,26.111633,21.506958,1008.1194,-1.6410332,-5.2329826,53.57835,76.20451,5.5391254,0.13971329,26.111633,21.506958,1008.1194,-1.6410332,-5.2329826,53.57835,76.20451,5.5391254,0.13971329,26.111633,21.506958,1008.1194,-1.6410332,-5.2329826,53.57835,76.20451,5.5391254,0.13971329,26.111633,21.506958,1008.1194,-1.6410332,-5.2329826,53.57835,76.20451,5.5391254,0.13971329,26.47931,21.421997,1010.78436,-3.0992851,-8.65266,51.25755,73.7917,9.232855,0.26798248
2016-02-09,26.496887,21.96228,1007.7477,-1.0645561,-4.1216545,56.52248,76.681854,4.337714,0.038146973,26.496887,21.96228,1007.7477,-1.0645561,-4.1216545,56.52248,76.681854,4.337714,0.038146973,26.496887,21.96228,1007.7477,-1.0645561,-4.1216545,56.52248,76.681854,4.337714,0.038146973,26.496887,21.96228,1007.7477,-1.0645561,-4.1216545,56.52248,76.681854,4.337714,0.038146973,26.888977,21.739136,1010.47015,-0.78281784,-7.7725334,56.256855,73.575226,7.836267,0.06341934
2016-02-10,25.896606,23.584229,1007.77234,0.09885788,-3.1707916,63.286255,87.3128,3.2222989,6.0014725,25.896606,23.584229,1007.77234,0.09885788,-3.1707916,63.286255,87.3128,3.2222989,6.0014725,25.896606,23.584229,1007.77234,0.09885788,-3.1707916,63.286255,87.3128,3.2222989,6.0014725,25.896606,23.584229,1007.77234,0.09885788,-3.1707916,63.286255,87.3128,3.2222989,6.0014725,26.466919,23.034424,1010.4298,0.069316864,-5.9535065,63.11731,81.47861,6.022036,2.0275116
2016-02-11,26.91864,24.599182,1007.1697,-1.2571487,-2.9207802,58.93541,87.45156,3.2982647,0.20742416,26.91864,24.599182,1007.1697,-1.2571487,-2.9207802,58.93541,87.45156,3.2982647,0.20742416,26.91864,24.599182,1007.1697,-1.2571487,-2.9207802,58.93541,87.45156,3.2982647,0.20742416,26.91864,24.599182,1007.1697,-1.2571487,-2.9207802,58.93541,87.45156,3.2982647,0.20742416,26.83075,23.693909,1009.84717,-2.986641,-4.3609657,59.567734,82.981125,5.2960386,0.2450943
2016-02-12,27.205872,24.919312,1006.8828,-1.0090218,-2.0389595,55.89395,87.663635,2.561975,0.27036667,27.205872,24.919312,1006.8828,-1.0090218,-2.0389595,55.89395,87.663635,2.561975,0.27036667,27.205872,24.919312,1006.8828,-1.0090218,-2.0389595,55.89395,87.663635,2.561975,0.27036667,27.205872,24.919312,1006.8828,-1.0090218,-2.0389595,55.89395,87.663635,2.561975,0.27036667,26.906555,23.99646,1009.54034,-1.8935432,-3.352436,56.28116,84.152565,3.9298613,0.38862228
2016-02-13,27.094788,24.899597,1007.32263,-1.4740295,-1.8450317,53.189224,88.004974,2.466445,0.27132034,27.094788,24.899597,1007.32263,-1.4740295,-1.8450317,53.189224,88.004974,2.466445,0.27132034,27.094788,24.899597,1007.32263,-1.4740295,-1.8450317,53.189224,88.004974,2.466445,0.27132034,27.094788,24.899597,1007.32263,-1.4740295,-1.8450317,53.189224,88.004974,2.466445,0.27132034,26.870667,23.91278,1009.94763,-2.2113342,-2.6609497,53.88405,83.94221,3.5117378,0.42390823
2016-02-14,27.04361,24.446472,1007.76154,-1.0597076,-1.3794708,52.878693,86.36361,2.066548,0.2155304,27.04361,24.446472,1007.76154,-1.0597076,-1.3794708,52.878693,86.36361,2.066548,0.2155304,27.04361,24.446472,1007.76154,-1.0597076,-1.3794708,52.878693,86.36361,2.066548,0.2155304,27.04361,24.446472,1007.76154,-1.0597076,-1.3794708,52.878693,86.36361,2.066548,0.2155304,26.930328,24.05243,1010.3866,-1.9649811,-1.8662872,50.36844,84.357635,2.961707,0.17547607
2016-02-15,27.186096,24.765137,1008.6711,-1.1670494,-2.5935822,53.59811,86.85339,3.0065153,0.6380081,27.186096,24.765137,1008.6711,-1.1670494,-2.5935822,53.59811,86.85339,3.0065153,0.6380081,27.186096,24.765137,1008.6711,-1.1670494,-2.5935822,53.59811,86.85339,3.0065153,0.6380081,27.186096,24.765137,1008.6711,-1.1670494,-2.5935822,53.59811,86.85339,3.0065153,0.6380081,27.039612,24.109375,1011.3186,-2.2893639,-4.3457794,52.34225,84.11298,4.9511933,0.86450577
2016-02-16,26.69339,22.656372,1010.15356,-2.0244713,-3.9190369,44.223984,79.126816,4.5370393,0.030040741,26.69339,22.656372,1010.15356,-2.0244713,-3.9190369,44.223984,79.126816,4.5370393,0.030040741,26.69339,22.656372,1010.15356,-2.0244713,-3.9190369,44.223984,79.126816,4.5370393,0.030040741,26.69339,22.656372,1010.15356,-2.0244713,-3.9190369,44.223984,79.126816,4.5370393,0.030040741,27.143585,22.985962,1012.8611,-4.120907,-5.613373,43.79283,78.312935,7.0173554,0.27656555
2016-02-17,26.543304,22.29004,1009.8686,-1.5861359,-3.5827408,39.218643,78.05201,4.010835,0.054836273,26.543304,22.29004,1009.8686,-1.5861359,-3.5827408,39.218643,78.05201,4.010835,0.054836273,26.543304,22.29004,1009.8686,-1.5861359,-3.5827408,39.218643,78.05201,4.010835,0.054836273,26.543304,22.29004,1009.8686,-1.5861359,-3.5827408,39.218643,78.05201,4.010835,0.054836273,26.706879,22.071777,1012.4961,-3.36055,-5.2492447,39.263565,76.15318,6.3135223,0.7042885
2016-02-18,26.118073,24.221893,1008.90955,-1.6434059,-3.2566986,48.570866,89.47215,3.7769258,0.8749962,26.118073,24.221893,1008.90955,-1.6434059,-3.2566986,48.570866,89.47215,3.7769258,0.8749962,26.118073,24.221893,1008.90955,-1.6434059,-3.2566986,48.570866,89.47215,3.7769258,0.8749962,26.118073,24.221893,1008.90955,-1.6434059,-3.2566986,48.570866,89.47215,3.7769258,0.8749962,25.680573,23.65744,1011.512,-2.9573708,-4.5691986,47.321842,88.65458,5.7038136,1.2412071
2016-02-19,26.19635,24.08966,1009.20514,-1.3973045,-3.7944374,53.794235,88.29266,4.1201277,0.69999695,26.19635,24.08966,1009.20514,-1.3973045,-3.7944374,53.794235,88.29266,4.1201277,0.69999695,26.19635,24.08966,1009.20514,-1.3973045,-3.7944374,53.794235,88.29266,4.1201277,0.69999695,26.19635,24.08966,1009.20514,-1.3973045,-3.7944374,53.794235,88.29266,4.1201277,0.69999695,25.90924,23.826477,1011.88513,-2.2969627,-6.1240273,52.76738,88.35456,6.5856094,1.4371872
2016-02-20,26.355011,22.898193,1009.90796,-1.5301476,-4.247101,38.79427,81.6944,4.646409,0.062942505,26.355011,22.898193,1009.90796,-1.5301476,-4.247101,38.79427,81.6944,4.646409,0.062942505,26.355011,22.898193,1009.90796,-1.5301476,-4.247101,38.79427,81.6944,4.646409,0.062942505,26.355011,22.898193,1009.90796,-1.5301476,-4.247101,38.79427,81.6944,4.646409,0.062942505,26.86673,22.875244,1012.64294,-2.5821495,-6.898468,37.06429,78.82515,7.4093475,0.26988983
2016-02-21,26.164886,22.216217,1010.1926,-1.3131294,-4.038418,35.766003,79.25864,4.4137664,0.084877014,26.164886,22.216217,1010.1926,-1.3131294,-4.038418,35.766003,79.25864,4.4137664,0.084877014,26.164886,22.216217,1010.1926,-1.3131294,-4.038418,35.766003,79.25864,4.4137664,0.084877014,26.164886,22.216217,1010.1926,-1.3131294,-4.038418,35.766003,79.25864,4.4137664,0.084877014,26.599457,22.017487,1012.91016,-1.7479439,-6.6626854,33.265514,76.11183,6.9466963,0.47826767
2016-02-22,26.387115,22.067108,1010.52704,-1.0977821,-3.0544357,39.86455,77.90472,3.469005,0.0,26.387115,22.067108,1010.52704,-1.0977821,-3.0544357,39.86455,77.90472,3.469005,0.0,26.387115,22.067108,1010.52704,-1.0977821,-3.0544357,39.86455,77.90472,3.469005,0.0,26.387115,22.067108,1010.52704,-1.0977821,-3.0544357,39.86455,77.90472,3.469005,0.0,27.106354,21.86789,1013.197,-1.6239052,-5.014885,39.88164,73.11859,5.327863,0.01859665
2016-02-23,26.993988,23.378937,1008.865,-1.0661583,-3.5492554,51.27276,80.96692,3.9264994,0.15592575,26.993988,23.378937,1008.865,-1.0661583,-3.5492554,51.27276,80.96692,3.9264994,0.15592575,26.993988,23.378937,1008.865,-1.0661583,-3.5492554,51.27276,80.96692,3.9264994,0.15592575,26.993988,23.378937,1008.865,-1.0661583,-3.5492554,51.27276,80.96692,3.9264994,0.15592575,27.035492,22.923859,1011.665,-0.97582626,-6.2477417,51.753227,78.25995,6.4382358,0.06389618
2016-02-24,26.341583,23.34488,1009.4169,-1.4513397,-4.3355217,50.751385,83.80228,4.7050304,0.2412796,26.341583,23.34488,1009.4169,-1.4513397,-4.3355217,50.751385,83.80228,4.7050304,0.2412796,26.341583,23.34488,1009.4169,-1.4513397,-4.3355217,50.751385,83.80228,4.7050304,0.2412796,26.341583,23.34488,1009.4169,-1.4513397,-4.3355217,50.751385,83.80228,4.7050304,0.2412796,26.611603,23.507965,1012.1319,-2.3466034,-7.3147697,48.913494,83.22592,7.694318,0.51116943
2016-02-25,26.899078,23.04361,1010.4239,-2.1254616,-4.7547035,41.31832,79.92699,5.316683,0.7686615,26.899078,23.04361,1010.4239,-2.1254616,-4.7547035,41.31832,79.92699,5.316683,0.7686615,26.899078,23.04361,1010.4239,-2.1254616,-4.7547035,41.31832,79.92699,5.316683,0.7686615,26.899078,23.04361,1010.4239,-2.1254616,-4.7547035,41.31832,79.92699,5.316683,0.7686615,26.774567,23.428375,1013.16394,-3.9360085,-7.151676,41.10885,81.989876,8.175876,0.518322
2016-02-26,26.629242,23.578003,1010.17126,-1.7468224,-4.4997215,40.424988,83.77527,4.9552155,0.51021576,26.629242,23.578003,1010.17126,-1.7468224,-4.4997215,40.424988,83.77527,4.9552155,0.51021576,26.629242,23.578003,1010.17126,-1.7468224,-4.4997215,40.424988,83.77527,4.9552155,0.51021576,26.629242,23.578003,1010.17126,-1.7468224,-4.4997215,40.424988,83.77527,4.9552155,0.51021576,25.938324,23.420288,1012.9363,-2.6279259,-6.5417137,41.806335,86.08472,7.0905986,0.8444786
2016-02-27,26.538422,24.10559,1009.9492,-1.1346588,-4.067856,45.779766,86.655624,4.4050813,0.29611588,26.538422,24.10559,1009.9492,-1.1346588,-4.067856,45.779766,86.655624,4.4050813,0.29611588,26.538422,24.10559,1009.9492,-1.1346588,-4.067856,45.779766,86.655624,4.4050813,0.29611588,26.538422,24.10559,1009.9492,-1.1346588,-4.067856,45.779766,86.655624,4.4050813,0.29611588,25.560394,23.712036,1012.6967,-1.5553131,-6.306137,46.169903,89.54303,6.6275034,1.2273788
2016-02-28,26.594238,23.927185,1010.5617,-1.3957329,-4.4070053,51.135387,85.58362,4.710186,0.23794174,26.594238,23.927185,1010.5617,-1.3957329,-4.4070053,51.135387,85.58362,4.710186,0.23794174,26.594238,23.927185,1010.5617,-1.3957329,-4.4070053,51.135387,85.58362,4.710186,0.23794174,26.594238,23.927185,1010.5617,-1.3957329,-4.4070053,51.135387,85.58362,4.710186,0.23794174,25.775879,23.983826,1013.2892,-1.9050102,-6.8239975,51.48109,89.87494,7.158833,1.2011528
2016-02-29,27.046265,23.873413,1010.2944,-1.504139,-4.2669983,47.185387,83.154434,4.632106,0.24318695,27.046265,23.873413,1010.2944,-1.504139,-4.2669983,47.185387,83.154434,4.632106,0.24318695,27.046265,23.873413,1010.2944,-1.504139,-4.2669983,47.185387,83.154434,4.632106,0.24318695,27.046265,23.873413,1010.2944,-1.504139,-4.2669983,47.185387,83.154434,4.632106,0.24318695,26.654663,23.530151,1013.02686,-2.6401253,-6.9874573,46.535484,83.031944,7.4928455,0.6890297
2016-03-01,26.980255,23.130493,1009.165,-1.6050224,-4.113823,41.480778,80.29181,4.4978056,0.081539154,26.980255,23.130493,1009.165,-1.6050224,-4.113823,41.480778,80.29181,4.4978056,0.081539154,26.980255,23.130493,1009.165,-1.6050224,-4.113823,41.480778,80.29181,4.4978056,0.081539154,26.980255,23.130493,1009.165,-1.6050224,-4.113823,41.480778,80.29181,4.4978056,0.081539154,26.533966,23.236938,1011.9525,-2.5698662,-6.7620163,42.6424,82.21062,7.2480097,0.790596
2016-03-02,27.188263,22.906952,1009.6306,-1.4046097,-4.479412,44.741123,78.05565,4.756843,0.05674362,27.188263,22.906952,1009.6306,-1.4046097,-4.479412,44.741123,78.05565,4.756843,0.05674362,27.188263,22.906952,1009.6306,-1.4046097,-4.479412,44.741123,78.05565,4.756843,0.05674362,27.188263,22.906952,1009.6306,-1.4046097,-4.479412,44.741123,78.05565,4.756843,0.05674362,27.103302,23.078339,1012.3881,-2.3699417,-6.9903984,44.683994,78.68332,7.398291,0.22506714
2016-03-03,27.17978,23.039581,1009.27655,-1.4893646,-3.916401,46.4495,78.68236,4.293516,0.07390976,27.17978,23.039581,1009.27655,-1.4893646,-3.916401,46.4495,78.68236,4.293516,0.07390976,27.17978,23.039581,1009.27655,-1.4893646,-3.916401,46.4495,78.68236,4.293516,0.07390976,27.17978,23.039581,1009.27655,-1.4893646,-3.916401,46.4495,78.68236,4.293516,0.07390976,26.927826,23.296417,1012.08655,-1.5943451,-6.3548775,48.392372,80.61134,6.56871,0.38337708
2016-03-04,27.257141,23.889496,1008.1095,-1.1815987,-3.414898,52.25119,82.222275,3.7488673,0.19311905,27.257141,23.889496,1008.1095,-1.1815987,-3.414898,52.25119,82.222275,3.7488673,0.19311905,27.257141,23.889496,1008.1095,-1.1815987,-3.414898,52.25119,82.222275,3.7488673,0.19311905,27.257141,23.889496,1008.1095,-1.1815987,-3.414898,52.25119,82.222275,3.7488673,0.19311905,26.93634,24.062347,1010.79456,-1.763874,-5.2371635,53.3425,84.32124,5.6100745,0.53596497
2016-03-05,27.05249,24.344116,1007.6022,-1.4817276,-2.480938,58.742996,85.584175,3.0520763,0.21076202,27.05249,24.344116,1007.6022,-1.4817276,-2.480938,58.742996,85.584175,3.0520763,0.21076202,27.05249,24.344116,1007.6022,-1.4817276,-2.480938,58.742996,85.584175,3.0520763,0.21076202,27.05249,24.344116,1007.6022,-1.4817276,-2.480938,58.742996,85.584175,3.0520763,0.21076202,27.226807,23.900269,1010.2247,-2.6870499,-4.055889,59.107254,82.08213,4.8896384,0.8068085
2016-03-06,27.827332,24.59552,1007.3603,-1.7390175,-2.4680977,53.852074,83.24991,3.2009375,0.21886826,27.827332,24.59552,1007.3603,-1.7390175,-2.4680977,53.852074,83.24991,3.2009375,0.21886826,27.827332,24.59552,1007.3603,-1.7390175,-2.4680977,53.852074,83.24991,3.2009375,0.21886826,27.827332,24.59552,1007.3603,-1.7390175,-2.4680977,53.852074,83.24991,3.2009375,0.21886826,27.335632,24.332825,1010.0203,-2.8396034,-4.0598946,52.834984,83.704636,5.158869,0.34284592
