date,nada,lembing,reman,nada_imputed,lembing_imputed,reman_imputed
2010-07-08,61.2,54.5,57.1,0,0,0
2010-07-09,17.8,5.0,61.4,0,0,0
2010-07-10,0.6,0.0,0.6,0,0,0
2010-07-11,0.0,0.0,0.0,0,0,0
2010-07-12,0.0,0.0,0.0,0,0,0
2010-07-13,0.0,0.0,0.0,0,0,0
2010-07-14,0.0,0.0,0.0,0,0,0
2010-07-15,0.4,0.0,0.4,0,0,0
2010-07-16,2.6,4.0,6.6,0,0,0
2010-07-17,0.0,0.0,0.0,0,0,0
2010-07-18,3.0,1.0,0.5,0,0,0
2010-07-19,7.0,25.7,0.0,0,0,0
2010-07-20,3.0,14.3,0.0,0,0,0
2010-07-21,0.0,0.5,0.0,0,0,0
2010-07-22,0.0,0.5,0.0,0,0,0
2010-07-23,0.0,0.0,0.0,0,0,0
2010-07-24,0.0,0.4,0.4,0,0,0
2010-07-25,32.8,26.7,40.8,0,0,0
2010-07-26,6.7,7.4,14.8,0,0,0
2010-07-27,0.0,0.0,0.0,0,0,0
2010-07-28,0.0,0.0,0.0,0,0,0
2010-07-29,9.0,5.4,11.5,0,0,0
2010-07-30,18.5,20.6,5.0,0,0,0
2010-07-31,4.8,0.5,1.0,0,0,0
2010-08-01,21.2,24.5,30.5,0,0,0
2010-08-02,0.0,0.0,0.0,0,0,0
2010-08-03,0.0,0.0,0.0,0,0,0
2010-08-04,0.4,0.4,0.5,0,0,0
2010-08-05,4.1,3.1,3.5,0,0,0
2010-08-06,0.0,0.0,0.0,0,0,0
2010-08-07,4.0,40.0,3.0,0,0,0
2010-08-08,0.0,0.0,0.0,0,0,0
2010-08-09,0.0,0.0,0.0,0,0,0
2010-08-10,0.0,0.0,0.0,0,0,0
2010-08-11,0.0,7.5,0.0,0,0,0
2010-08-12,0.0,0.0,0.0,0,0,0
2010-08-13,0.0,8.0,0.0,0,0,0
2010-08-14,36.0,9.0,4.5,0,0,0
2010-08-15,32.5,21.0,10.0,0,0,0
2010-08-16,0.5,6.0,0.0,0,0,0
2010-08-17,0.0,12.2,0.0,0,0,0
2010-08-18,89.3,18.6,22.3,0,0,0
2010-08-19,7.7,13.7,4.7,0,0,0
2010-08-20,0.0,0.0,0.0,0,0,0
2010-08-21,0.0,0.0,0.0,0,0,0
2010-08-22,0.5,0.0,2.5,0,0,0
2010-08-23,60.5,39.5,41.5,0,0,0
2010-08-24,0.0,0.0,0.0,0,0,0
2010-08-25,0.0,0.0,0.0,0,0,0
2010-08-26,2.0,0.0,11.0,0,0,0
2010-08-27,13.0,20.0,30.5,0,0,0
2010-08-28,0.4,10.8,0.4,0,0,0
2010-08-29,54.1,83.8,63.1,0,0,0
2010-08-30,9.0,37.4,16.5,0,0,0
2010-08-31,53.3,23.6,12.8,0,0,0
2010-09-01,0.7,0.9,0.7,0,0,0
2010-09-02,0.0,1.5,0.0,0,0,0
2010-09-03,0.4,0.4,0.4,0,0,0
2010-09-04,21.9,15.8,11.3,0,0,0
2010-09-05,9.8,7.3,10.8,0,0,0
2010-09-06,8.0,41.0,24.0,0,0,0
2010-09-07,0.9,0.0,0.0,0,0,0
2010-09-08,9.6,0.0,0.0,0,0,0
2010-09-09,0.5,0.5,0.5,0,0,0
2010-09-10,38.5,22.0,16.5,0,0,0
2010-09-11,0.0,23.5,0.0,0,0,0
2010-09-12,0.0,0.0,0.0,0,0,0
2010-09-13,1.9,22.2,0.5,0,0,0
2010-09-14,10.9,2.2,18.9,0,0,0
2010-09-15,3.2,10.6,5.1,0,0,0
2010-09-16,0.4,6.0,0.4,0,0,0
2010-09-17,5.1,1.0,3.6,0,0,0
2010-09-18,68.0,3.0,1.0,0,0,0
2010-09-19,1.0,0.5,0.5,0,0,0
2010-09-20,0.0,1.0,0.0,0,0,0
2010-09-21,0.5,1.5,0.0,0,0,0
2010-09-22,3.0,0.0,0.0,0,0,0
2010-09-23,0.5,0.0,0.0,0,0,0
2010-09-24,0.0,0.0,0.0,0,0,0
2010-09-25,0.0,0.0,0.0,0,0,0
2010-09-26,0.0,0.0,0.0,0,0,0
2010-09-27,0.0,0.0,0.0,0,0,0
2010-09-28,26.0,71.5,25.0,0,0,0
2010-09-29,54.5,56.5,9.0,0,0,0
2010-09-30,6.5,0.0,10.0,0,0,0
2010-10-01,0.0,1.0,8.0,0,0,0
2010-10-02,0.5,0.4,0.0,0,0,0
2010-10-03,1.0,0.1,0.0,0,0,0
2010-10-04,18.8,22.5,28.0,0,0,0
2010-10-05,0.2,0.0,0.2,0,0,0
2010-10-06,13.2,38.0,13.8,0,0,0
2010-10-07,0.3,0.5,0.5,0,0,0
2010-10-08,0.0,0.0,0.0,0,0,0
2010-10-09,6.5,17.0,5.5,0,0,0
2010-10-10,0.0,0.0,0.0,0,0,0
2010-10-11,0.0,0.0,0.0,0,0,0
2010-10-12,0.0,0.0,4.5,0,0,0
2010-10-13,19.7,16.1,32.7,0,0,0
2010-10-14,1.3,2.4,1.8,0,0,0
2010-10-15,0.0,0.0,0.0,0,0,0
2010-10-16,13.5,0.5,19.5,0,0,0
2010-10-17,5.2,0.0,14.7,0,0,0
2010-10-18,1.3,0.0,1.2,0,0,0
2010-10-19,5.0,0.0,10.6,0,0,0
2010-10-20,0.0,1.0,0.0,0,0,0
2010-10-21,0.0,0.0,0.0,0,0,0
2010-10-22,3.3,1.5,3.5,0,0,0
2010-10-23,15.9,1.0,0.5,0,0,0
2010-10-24,13.1,38.5,22.0,0,0,0
2010-10-25,27.9,9.4,13.6,0,0,0
2010-10-26,85.1,29.1,47.9,0,0,0
2010-10-27,3.2,7.5,2.5,0,0,0
2010-10-28,4.5,6.0,7.4,0,0,0
2010-10-29,1.0,11.5,0.6,0,0,0
2010-10-30,4.5,7.0,4.0,0,0,0
2010-10-31,0.0,0.0,0.2,0,0,0
2010-11-01,0.0,0.0,0.8,0,0,0
2010-11-02,0.0,0.0,1.9,0,0,0
2010-11-03,11.1,0.4,11.1,0,0,0
2010-11-04,1.4,0.6,2.5,0,0,0
2010-11-05,21.5,47.5,22.5,0,0,0
2010-11-06,9.1,17.7,7.4,0,0,0
2010-11-07,6.9,6.3,8.1,0,0,0
2010-11-08,1.8,1.0,0.0,0,0,0
2010-11-09,2.0,7.0,0.0,0,0,0
2010-11-10,1.2,0.0,16.5,0,0,0
2010-11-11,59.5,92.8,42.2,0,0,0
2010-11-12,28.5,47.8,26.3,0,0,0
2010-11-13,1.5,36.9,0.5,0,0,0
2010-11-14,0.0,0.0,0.0,0,0,0
2010-11-15,4.5,3.0,4.5,0,0,0
2010-11-16,0.0,1.0,0.0,0,0,0
2010-11-17,15.5,12.5,3.0,0,0,0
2010-11-18,0.0,51.0,0.5,0,0,0
2010-11-19,30.0,35.6,30.5,0,0,0
2010-11-20,26.1,1.4,3.9,0,0,0
2010-11-21,24.4,69.0,87.6,0,0,0
2010-11-22,8.0,1.0,10.0,0,0,0
2010-11-23,0.9,7.0,0.4,0,0,0
2010-11-24,35.5,18.5,6.5,0,0,0
2010-11-25,0.5,0.8,7.0,0,0,0
2010-11-26,23.1,15.2,22.6,0,0,0
2010-11-27,13.0,38.0,3.5,0,0,0
2010-11-28,1.9,0.5,2.5,0,0,0
2010-11-29,9.1,2.5,8.0,0,0,0
2010-11-30,2.5,1.0,11.2,0,0,0
2010-12-01,18.5,16.0,16.8,0,0,0
2010-12-02,14.1,4.5,5.2,0,0,0
2010-12-03,0.7,0.0,1.2,0,0,0
2010-12-04,27.3,23.9,30.5,0,0,0
2010-12-05,5.4,5.6,5.6,0,0,0
2010-12-06,34.7,80.2,55.2,0,0,0
2010-12-07,0.8,0.3,0.8,0,0,0
2010-12-08,4.5,6.0,1.5,0,0,0
2010-12-09,1.5,12.0,1.0,0,0,0
2010-12-10,0.0,0.0,0.0,0,0,0
2010-12-11,4.0,14.5,7.0,0,0,0
2010-12-12,5.9,0.4,2.9,0,0,0
2010-12-13,23.0,10.6,10.6,0,0,0
2010-12-14,28.1,25.0,25.0,0,0,0
2010-12-15,14.5,36.0,9.1,0,0,0
2010-12-16,9.6,4.5,19.0,0,0,0
2010-12-17,24.9,20.9,10.1,0,0,0
2010-12-18,9.4,7.4,5.8,0,0,0
2010-12-19,20.4,12.5,33.6,0,0,0
2010-12-20,39.2,9.7,17.8,0,0,0
2010-12-21,1.0,0.5,3.2,0,0,0
2010-12-22,0.4,32.3,0.0,0,0,0
2010-12-23,11.1,10.7,12.0,0,0,0
2010-12-24,0.5,0.0,0.0,0,0,0
2010-12-25,0.0,0.0,0.0,0,0,0
2010-12-26,0.0,0.0,0.0,0,0,0
2010-12-27,3.9,0.7,0.4,0,0,0
2010-12-28,20.4,14.1,28.9,0,0,0
2010-12-29,22.7,24.2,37.2,0,0,0
2010-12-30,41.6,44.0,47.5,0,0,0
2010-12-31,13.7,20.3,11.4,0,0,0
2011-01-01,120.8,148.9,93.2,0,0,0
2011-01-02,9.5,11.3,2.3,0,0,0
2011-01-03,10.0,0.0,3.1,0,0,0
2011-01-04,0.0,0.0,0.0,0,0,0
2011-01-05,22.4,20.2,50.2,0,0,0
2011-01-06,38.8,32.6,70.9,0,0,0
2011-01-07,11.7,13.1,12.7,0,0,0
2011-01-08,12.6,21.1,8.7,0,0,0
2011-01-09,3.8,1.8,2.8,0,0,0
2011-01-10,32.7,10.2,18.7,0,0,0
2011-01-11,0.0,0.0,0.5,0,0,0
2011-01-12,0.0,1.5,0.0,0,0,0
2011-01-13,0.0,0.0,0.0,0,0,0
2011-01-14,0.0,7.0,1.0,0,0,0
2011-01-15,4.0,10.0,3.5,0,0,0
2011-01-16,0.5,3.0,0.0,0,0,0
2011-01-17,0.0,0.5,0.5,0,0,0
2011-01-18,0.0,0.0,0.0,0,0,0
2011-01-19,0.0,0.0,0.0,0,0,0
2011-01-20,0.0,0.0,0.0,0,0,0
2011-01-21,0.0,0.0,0.0,0,0,0
2011-01-22,0.0,0.0,0.0,0,0,0
2011-01-23,0.0,0.0,0.0,0,0,0
2011-01-24,8.4,3.3,8.4,0,0,0
2011-01-25,8.8,30.4,13.0,0,0,0
2011-01-26,13.6,21.0,18.9,0,0,0
2011-01-27,30.4,37.2,28.3,0,0,0
2011-01-28,26.5,26.4,34.6,0,0,0
2011-01-29,27.3,27.3,15.7,0,0,0
2011-01-30,58.9,72.4,54.0,0,0,0
2011-01-31,22.9,40.7,23.3,0,0,0
2011-02-01,0.7,13.9,2.7,0,0,0
2011-02-02,2.0,2.5,0.8,0,0,0
2011-02-03,3.5,2.7,1.7,0,0,0
2011-02-04,0.0,0.0,0.0,0,0,0
2011-02-05,0.0,0.0,0.0,0,0,0
2011-02-06,0.0,0.0,0.0,0,0,0
2011-02-07,0.0,0.0,0.0,0,0,0
2011-02-08,0.0,0.0,0.0,0,0,0
2011-02-09,0.0,0.0,0.0,0,0,0
2011-02-10,0.0,0.0,0.0,0,0,0
2011-02-11,0.0,0.0,0.0,0,0,0
2011-02-12,0.0,0.0,0.0,0,0,0
2011-02-13,0.0,0.0,0.0,0,0,0
2011-02-14,0.0,0.0,0.0,0,0,0
2011-02-15,0.0,30.3,2.5,0,0,0
2011-02-16,0.0,25.7,0.0,0,0,0
2011-02-17,0.0,0.0,0.0,0,0,0
2011-02-18,0.0,1.5,0.0,0,0,0
2011-02-19,0.0,0.0,0.0,0,0,0
2011-02-20,0.0,0.0,0.0,0,0,0
2011-02-21,0.0,0.0,0.0,0,0,0
2011-02-22,9.5,34.0,0.5,0,0,0
2011-02-23,0.0,0.5,3.0,0,0,0
2011-02-24,3.0,27.5,1.0,0,0,0
2011-02-25,14.5,1.3,21.0,0,0,0
2011-02-26,0.0,0.2,0.5,0,0,0
2011-02-27,0.0,0.0,0.0,0,0,0
2011-02-28,0.0,0.0,0.0,0,0,0
2011-03-01,0.0,0.2,0.0,0,0,0
2011-03-02,0.0,0.3,0.0,0,0,0
2011-03-03,0.0,4.0,1.5,0,0,0
2011-03-04,0.0,0.0,0.0,0,0,0
2011-03-05,0.0,0.0,0.0,0,0,0
2011-03-06,20.5,42.5,9.5,0,0,0
2011-03-07,4.3,0.8,11.8,0,0,0
2011-03-08,42.5,24.9,30.1,0,0,0
2011-03-09,15.8,22.3,15.6,0,0,0
2011-03-10,12.4,33.8,20.5,0,0,0
2011-03-11,103.7,141.7,135.8,0,0,0
2011-03-12,3.8,6.5,6.6,0,0,0
2011-03-13,2.0,1.5,0.5,0,0,0
2011-03-14,18.0,11.0,9.5,0,0,0
2011-03-15,15.5,1.5,8.5,0,0,0
2011-03-16,1.5,0.5,0.0,0,0,0
2011-03-17,0.0,0.0,0.0,0,0,0
2011-03-18,0.8,0.3,6.2,0,0,0
2011-03-19,12.2,15.5,4.8,0,0,0
2011-03-20,28.0,41.1,55.8,0,0,0
2011-03-21,5.0,0.0,1.7,0,0,0
2011-03-22,2.0,2.5,2.5,0,0,0
2011-03-23,15.0,19.0,5.5,0,0,0
2011-03-24,9.7,9.6,4.8,0,0,0
2011-03-25,7.3,14.4,15.7,0,0,0
2011-03-26,2.0,0.0,0.5,0,0,0
2011-03-27,54.8,28.2,46.3,0,0,0
2011-03-28,28.4,52.0,9.5,0,0,0
2011-03-29,6.2,8.7,16.0,0,0,0
2011-03-30,16.1,7.6,21.1,0,0,0
2011-03-31,28.8,15.8,18.3,0,0,0
2011-04-01,33.7,4.7,13.1,0,0,0
2011-04-02,18.0,5.5,32.1,0,0,0
2011-04-03,0.0,0.4,4.0,0,0,0
2011-04-04,0.0,13.1,2.5,0,0,0
2011-04-05,0.5,30.0,0.0,0,0,0
2011-04-06,5.5,0.5,0.0,0,0,0
2011-04-07,0.5,0.0,0.0,0,0,0
2011-04-08,0.0,0.0,1.3,0,0,0
2011-04-09,0.0,0.3,10.2,0,0,0
2011-04-10,0.0,18.2,0.0,0,0,0
2011-04-11,0.0,5.5,0.0,0,0,0
2011-04-12,0.0,0.0,0.0,0,0,0
2011-04-13,0.0,0.0,0.0,0,0,0
2011-04-14,26.8,0.0,0.0,0,0,0
2011-04-15,25.1,0.0,0.0,0,0,0
2011-04-16,0.2,0.0,0.0,0,0,0
2011-04-17,0.0,0.5,0.0,0,0,0
2011-04-18,0.0,4.5,1.5,0,0,0
2011-04-19,0.0,45.5,0.0,0,0,0
2011-04-20,0.0,0.0,0.0,0,0,0
2011-04-21,0.0,0.0,0.0,0,0,0
2011-04-22,0.0,0.0,0.0,0,0,0
2011-04-23,0.0,0.0,0.0,0,0,0
2011-04-24,0.0,0.0,0.0,0,0,0
2011-04-25,0.0,0.0,0.0,0,0,0
2011-04-26,26.5,8.0,0.0,0,0,0
2011-04-27,24.5,0.0,0.0,0,0,0
2011-04-28,37.5,0.0,0.0,0,0,0
2011-04-29,0.8,0.0,7.3,0,0,0
2011-04-30,39.2,45.0,6.7,0,0,0
2011-05-01,0.5,35.5,7.3,0,0,0
2011-05-02,0.0,4.0,0.2,0,0,0
2011-05-03,0.0,10.4,20.0,0,0,0
2011-05-04,0.0,4.6,0.5,0,0,0
2011-05-05,26.0,4.5,55.0,0,0,0
2011-05-06,0.5,0.0,0.0,0,0,0
2011-05-07,0.0,0.0,0.0,0,0,0
2011-05-08,0.0,0.0,0.0,0,0,0
2011-05-09,0.0,0.0,0.0,0,0,0
2011-05-10,0.4,0.4,0.5,0,0,0
2011-05-11,3.0,1.5,2.8,0,0,0
2011-05-12,13.1,3.2,13.2,0,0,0
2011-05-13,0.0,0.0,0.0,0,0,0
2011-05-14,1.0,0.0,27.5,0,0,0
2011-05-15,0.8,0.0,0.0,0,0,0
2011-05-16,3.2,0.0,0.5,0,0,0
2011-05-17,0.0,0.0,0.0,0,0,0
2011-05-18,7.5,14.0,0.0,0,0,0
2011-05-19,0.0,0.5,0.0,0,0,0
2011-05-20,2.0,56.0,56.0,0,0,0
2011-05-21,20.4,9.0,39.0,0,0,0
2011-05-22,2.1,0.0,0.5,0,0,0
2011-05-23,0.5,0.0,0.5,0,0,0
2011-05-24,2.6,11.0,13.8,0,0,0
2011-05-25,1.9,14.5,17.2,0,0,0
2011-05-26,28.5,2.0,30.5,0,0,0
2011-05-27,0.0,0.0,0.5,0,0,0
2011-05-28,0.5,7.5,0.0,0,0,0
2011-05-29,0.0,0.0,0.0,0,0,0
2011-05-30,0.0,0.0,0.0,0,0,0
2011-05-31,4.0,26.0,4.0,0,0,0
2011-06-01,0.4,0.4,0.4,0,0,0
2011-06-02,23.6,44.1,45.6,0,0,0
2011-06-03,5.5,0.4,0.4,0,0,0
2011-06-04,5.5,24.6,4.1,0,0,0
2011-06-05,0.0,58.0,1.0,0,0,0
2011-06-06,0.0,0.0,0.0,0,0,0
2011-06-07,0.0,0.0,0.0,0,0,0
2011-06-08,31.9,46.7,27.2,0,0,0
2011-06-09,6.1,0.8,2.3,0,0,0
2011-06-10,3.0,2.0,6.0,0,0,0
2011-06-11,0.0,0.0,8.0,0,0,0
2011-06-12,0.0,3.0,0.0,0,0,0
2011-06-13,0.5,0.4,0.4,0,0,0
2011-06-14,1.5,0.9,1.1,0,0,0
2011-06-15,42.0,96.5,17.2,0,0,0
2011-06-16,0.5,1.2,1.3,0,0,0
2011-06-17,0.0,0.0,0.0,0,0,0
2011-06-18,0.0,0.0,0.0,0,0,0
2011-06-19,4.8,1.0,2.0,0,0,0
2011-06-20,0.2,0.0,0.5,0,0,0
2011-06-21,0.0,0.0,0.0,0,0,0
2011-06-22,0.0,0.5,0.0,0,0,0
2011-06-23,0.0,0.0,0.0,0,0,0
2011-06-24,0.0,0.0,0.0,0,0,0
2011-06-25,0.0,0.0,0.0,0,0,0
2011-06-26,0.0,0.0,0.0,0,0,0
2011-06-27,0.0,0.0,0.0,0,0,0
2011-06-28,0.0,0.0,0.0,0,0,0
2011-06-29,0.5,1.0,4.0,0,0,0
2011-06-30,0.5,0.0,0.0,0,0,0
2011-07-01,0.0,0.0,0.0,0,0,0
2011-07-02,0.0,0.0,0.0,0,0,0
2011-07-03,0.0,0.0,0.0,0,0,0
2011-07-04,1.0,0.0,0.0,0,0,0
2011-07-05,0.0,0.0,0.0,0,0,0
2011-07-06,0.0,0.0,0.0,0,0,0
2011-07-07,0.5,0.0,0.0,0,0,0
2011-07-08,0.0,0.0,0.0,0,0,0
2011-07-09,2.5,0.0,0.0,0,0,0
2011-07-10,0.0,0.0,2.5,0,0,0
2011-07-11,0.0,0.0,0.5,0,0,0
2011-07-12,0.0,0.0,0.0,0,0,0
2011-07-13,0.0,0.0,0.0,0,0,0
2011-07-14,0.0,0.0,0.0,0,0,0
2011-07-15,2.7,3.7,2.0,0,0,0
2011-07-16,0.3,0.3,0.0,0,0,0
2011-07-17,0.0,0.0,0.0,0,0,0
2011-07-18,0.5,0.0,0.0,0,0,0
2011-07-19,0.0,0.0,0.0,0,0,0
2011-07-20,0.0,0.0,0.0,0,0,0
2011-07-21,3.5,0.0,6.0,0,0,0
2011-07-22,24.3,17.0,1.5,0,0,0
2011-07-23,46.2,27.5,73.0,0,0,0
2011-07-24,19.5,9.5,2.0,0,0,0
2011-07-25,0.0,0.0,0.0,0,0,0
2011-07-26,6.0,7.5,11.5,0,0,0
2011-07-27,0.5,0.0,0.9,0,0,0
2011-07-28,1.0,0.0,2.1,0,0,0
2011-07-29,0.0,2.0,0.0,0,0,0
2011-07-30,0.0,0.0,0.0,0,0,0
2011-07-31,0.0,0.0,0.0,0,0,0
2011-08-01,0.0,0.0,0.0,0,0,0
2011-08-02,0.0,0.0,0.0,0,0,0
2011-08-03,0.0,0.0,0.0,0,0,0
2011-08-04,0.5,1.8,0.0,0,0,0
2011-08-05,0.5,0.2,0.0,0,0,0
2011-08-06,0.0,0.0,0.0,0,0,0
2011-08-07,0.5,10.5,0.0,0,0,0
2011-08-08,7.0,6.5,8.5,0,0,0
2011-08-09,0.0,0.0,0.0,0,0,0
2011-08-10,14.0,46.0,8.4,0,0,0
2011-08-11,0.0,0.0,0.1,0,0,0
2011-08-12,38.5,2.0,26.5,0,0,0
2011-08-13,1.5,4.5,0.0,0,0,0
2011-08-14,0.0,0.0,0.0,0,0,0
2011-08-15,0.0,0.0,0.4,0,0,0
2011-08-16,0.5,0.0,0.1,0,0,0
2011-08-17,0.0,0.0,0.0,0,0,0
2011-08-18,0.0,0.0,0.0,0,0,0
2011-08-19,0.3,0.0,0.0,0,0,0
2011-08-20,59.7,39.5,18.0,0,0,0
2011-08-21,0.0,0.0,0.5,0,0,0
2011-08-22,18.0,28.2,7.4,0,0,0
2011-08-23,2.5,4.3,4.6,0,0,0
2011-08-24,29.5,13.0,16.5,0,0,0
2011-08-25,0.0,0.0,0.0,0,0,0
2011-08-26,0.0,0.0,0.0,0,0,0
2011-08-27,0.0,0.0,0.5,0,0,0
2011-08-28,52.3,52.9,46.6,0,0,0
2011-08-29,23.2,24.1,24.9,0,0,0
2011-08-30,0.0,0.0,0.0,0,0,0
2011-08-31,0.0,0.0,0.0,0,0,0
2011-09-01,0.0,0.0,0.0,0,0,0
2011-09-02,31.0,62.5,18.5,0,0,0
2011-09-03,0.5,5.0,0.5,0,0,0
2011-09-04,0.5,61.5,12.0,0,0,0
2011-09-05,0.5,0.0,0.0,0,0,0
2011-09-06,0.0,0.0,0.0,0,0,0
2011-09-07,1.0,4.0,1.5,0,0,0
2011-09-08,0.0,1.0,0.0,0,0,0
2011-09-09,29.1,12.6,30.0,0,0,0
2011-09-10,5.9,0.9,1.5,0,0,0
2011-09-11,0.0,0.0,0.5,0,0,0
2011-09-12,4.5,0.0,8.5,0,0,0
2011-09-13,2.3,0.5,7.3,0,0,0
2011-09-14,1.2,0.5,2.7,0,0,0
2011-09-15,0.9,0.0,1.5,0,0,0
2011-09-16,0.1,0.5,0.0,0,0,0
2011-09-17,16.5,13.5,25.0,0,0,0
2011-09-18,53.1,64.7,49.8,0,0,0
2011-09-19,13.9,6.3,3.2,0,0,0
2011-09-20,36.5,7.0,33.0,0,0,0
2011-09-21,12.5,14.5,6.5,0,0,0
2011-09-22,0.5,0.0,0.0,0,0,0
2011-09-23,0.0,0.0,0.0,0,0,0
2011-09-24,12.5,2.5,13.5,0,0,0
2011-09-25,0.0,1.0,0.0,0,0,0
2011-09-26,7.5,9.5,6.0,0,0,0
2011-09-27,0.0,0.0,0.0,0,0,0
2011-09-28,0.0,0.0,0.0,0,0,0
2011-09-29,0.0,0.0,0.0,0,0,0
2011-09-30,0.0,0.0,0.0,0,0,0
2011-10-01,11.2,24.1,23.0,0,0,0
2011-10-02,14.3,23.9,6.5,0,0,0
2011-10-03,13.5,0.8,11.5,0,0,0
2011-10-04,0.5,0.2,0.5,0,0,0
2011-10-05,19.5,16.1,9.0,0,0,0
2011-10-06,6.3,7.5,3.5,0,0,0
2011-10-07,38.9,54.0,41.1,0,0,0
2011-10-08,8.3,2.8,22.4,0,0,0
2011-10-09,0.5,9.5,2.5,0,0,0
2011-10-10,5.3,9.4,3.0,0,0,0
2011-10-11,0.2,0.6,1.5,0,0,0
2011-10-12,0.5,2.0,5.5,0,0,0
2011-10-13,0.0,0.0,0.0,0,0,0
2011-10-14,0.0,0.0,0.0,0,0,0
2011-10-15,0.0,20.5,0.0,0,0,0
2011-10-16,9.0,4.5,1.0,0,0,0
2011-10-17,0.9,3.4,3.5,0,0,0
2011-10-18,3.0,14.0,2.4,0,0,0
2011-10-19,25.5,14.0,33.0,0,0,0
2011-10-20,16.1,38.5,16.1,0,0,0
2011-10-21,3.3,0.6,1.8,0,0,0
2011-10-22,13.0,12.8,13.5,0,0,0
2011-10-23,2.7,1.7,3.2,0,0,0
2011-10-24,2.8,0.0,1.8,0,0,0
2011-10-25,1.7,0.0,2.2,0,0,0
2011-10-26,36.9,12.2,35.8,0,0,0
2011-10-27,28.6,27.3,29.6,0,0,0
2011-10-28,0.4,0.8,0.5,0,0,0
2011-10-29,34.9,21.3,38.9,0,0,0
2011-10-30,5.7,4.4,0.2,0,0,0
2011-10-31,3.5,1.5,8.0,0,0,0
2011-11-01,7.5,6.0,6.0,0,0,0
2011-11-02,1.0,1.0,3.0,0,0,0
2011-11-03,16.5,2.5,16.0,0,0,0
2011-11-04,6.5,26.0,4.5,0,0,0
2011-11-05,0.5,4.1,0.5,0,0,0
2011-11-06,0.5,0.4,1.0,0,0,0
2011-11-07,0.0,0.0,0.0,0,0,0
2011-11-08,0.0,0.0,0.0,0,0,0
2011-11-09,0.5,0.0,0.0,0,0,0
2011-11-10,35.5,32.7,28.0,0,0,0
2011-11-11,0.5,1.8,14.0,0,0,0
2011-11-12,2.5,54.0,3.0,0,0,0
2011-11-13,12.9,11.2,4.8,0,0,0
2011-11-14,7.1,7.3,4.2,0,0,0
2011-11-15,2.5,2.0,0.0,0,0,0
2011-11-16,0.0,0.0,0.5,0,0,0
2011-11-17,41.8,2.0,7.0,0,0,0
2011-11-18,0.2,0.0,0.0,0,0,0
2011-11-19,0.0,0.0,0.0,0,0,0
2011-11-20,3.0,3.9,1.0,0,0,0
2011-11-21,3.5,17.5,5.4,0,0,0
2011-11-22,42.8,36.5,64.1,0,0,0
2011-11-23,104.5,90.3,99.6,0,0,0
2011-11-24,33.3,48.3,41.5,0,0,0
2011-11-25,2.4,2.0,2.4,0,0,0
2011-11-26,2.6,4.9,6.5,0,0,0
2011-11-27,14.8,34.6,3.0,0,0,0
2011-11-28,19.1,3.3,43.7,0,0,0
2011-11-29,12.5,11.2,8.6,0,0,0
2011-11-30,5.2,0.5,4.1,0,0,0
2011-12-01,0.0,0.0,0.0,0,0,0
2011-12-02,0.0,0.0,0.0,0,0,0
2011-12-03,0.0,0.0,0.0,0,0,0
2011-12-04,96.1,49.7,52.5,0,0,0
2011-12-05,18.9,18.3,26.0,0,0,0
2011-12-06,0.0,0.0,0.4,0,0,0
2011-12-07,0.5,0.5,0.1,0,0,0
2011-12-08,6.5,0.0,0.0,0,0,0
2011-12-09,0.5,0.0,0.0,0,0,0
2011-12-10,74.4,32.0,112.0,0,0,0
2011-12-11,72.5,88.8,95.2,0,0,0
2011-12-12,49.9,54.7,57.1,0,0,0
2011-12-13,4.2,59.5,0.8,0,0,0
2011-12-14,0.0,0.0,0.0,0,0,0
2011-12-15,0.4,0.0,0.4,0,0,0
2011-12-16,63.0,32.9,74.0,0,0,0
2011-12-17,26.3,37.9,19.1,0,0,0
2011-12-18,41.1,32.1,34.3,0,0,0
2011-12-19,4.0,6.0,4.3,0,0,0
2011-12-20,2.0,0.5,4.6,0,0,0
2011-12-21,54.4,54.2,48.4,0,0,0
2011-12-22,39.4,69.6,37.9,0,0,0
2011-12-23,5.8,32.1,4.8,0,0,0
2011-12-24,13.4,15.0,15.8,0,0,0
2011-12-25,1.1,2.2,1.2,0,0,0
2011-12-26,0.4,0.0,0.0,0,0,0
2011-12-27,1.1,3.3,1.0,0,0,0
2011-12-28,5.3,5.2,3.5,0,0,0
2011-12-29,0.2,1.5,0.0,0,0,0
2011-12-30,4.5,4.0,3.9,0,0,0
2011-12-31,13.5,3.5,11.4,0,0,0
2012-01-01,0.0,1.8,0.2,0,0,0
2012-01-02,42.7,44.9,19.1,0,0,0
2012-01-03,2.8,5.3,1.9,0,0,0
2012-01-04,0.0,0.0,0.0,0,0,0
2012-01-05,0.0,0.0,1.0,0,0,0
2012-01-06,0.0,0.0,0.0,0,0,0
2012-01-07,6.3,0.3,0.7,0,0,0
2012-01-08,2.2,5.2,3.3,0,0,0
2012-01-09,0.5,0.4,0.5,0,0,0
2012-01-10,3.0,10.6,5.5,0,0,0
2012-01-11,33.8,28.1,22.6,0,0,0
2012-01-12,208.6,192.5,205.1,0,0,0
2012-01-13,68.3,31.6,81.6,0,0,0
2012-01-14,1.3,4.8,1.2,0,0,0
2012-01-15,0.0,0.0,0.0,0,0,0
2012-01-16,0.0,0.0,0.0,0,0,0
