date_start,date_end,nada_3931013,lembing_3930012,reman_3931014,nada_3931013_missing,lembing_3930012_missing,reman_3931014_missing,nada_3931013_15m_total,nada_3931013_15m_peak,nada_3931013_15m_std,lembing_3930012_15m_total,lembing_3930012_15m_peak,lembing_3930012_15m_std,reman_3931014_15m_total,reman_3931014_15m_peak,reman_3931014_15m_std,doy_sin,doy_cos,month_sin,month_cos,nada_3931013_total_rm3,nada_3931013_peak_rm3,nada_3931013_total_rm7,nada_3931013_peak_rm7,nada_3931013_total_rm14,nada_3931013_peak_rm14,nada_3931013_total_lag3,nada_3931013_total_lag7,nada_3931013_total_lag14,lembing_3930012_total_rm3,lembing_3930012_peak_rm3,lembing_3930012_total_rm7,lembing_3930012_peak_rm7,lembing_3930012_total_rm14,lembing_3930012_peak_rm14,lembing_3930012_total_lag3,lembing_3930012_total_lag7,lembing_3930012_total_lag14,reman_3931014_total_rm3,reman_3931014_peak_rm3,reman_3931014_total_rm7,reman_3931014_peak_rm7,reman_3931014_total_rm14,reman_3931014_peak_rm14,reman_3931014_total_lag3,reman_3931014_total_lag7,reman_3931014_total_lag14,nada_3931013_consec_dry,lembing_3930012_consec_dry,reman_3931014_consec_dry
2010-08-27,2010-08-28,13.0,20.0,30.5,0,0,0,12.4,4.9,0.6697865593513499,19.6,12.0,1.2612372093486675,30.0,14.6,1.878367152048485,-0.8247650844733614,-0.5654755126737576,-0.8660254037844385,-0.5000000000000004,5.00000000000001,1.7666666666666622,10.857142857142858,3.542857142857143,17.285714285714285,7.242857142857143,0.0,0.0,0.0,6.666666666666667,4.0,8.499999999999996,3.942857142857143,10.0,4.371428571428572,0.0,0.0,8.0,13.833333333333334,7.36666666666667,12.214285714285714,4.9142857142857155,9.071428571428571,3.8714285714285714,0.0,0.0,0.0,0,0,0
2010-08-28,2010-08-29,0.4,10.8,0.4,0,0,0,0.0,0.0,0.0,9.5,5.1,0.6838736096934049,0.0,0.0,0.0,-0.8343701235229538,-0.5512045872199277,-0.8660254037844385,-0.5000000000000004,5.133333333333343,1.7666666666666622,10.914285714285715,3.542857142857143,14.742857142857144,5.3999999999999995,0.0,0.0,36.0,10.266666666666667,5.7,10.04285714285714,4.671428571428572,10.12857142857143,4.364285714285714,0.0,0.0,9.0,13.966666666666667,7.36666666666667,12.271428571428572,4.9142857142857155,8.778571428571428,3.6571428571428575,0.0,0.0,4.5,0,0,0
2010-08-29,2010-08-30,54.1,83.8,63.1,0,0,0,52.9,8.3,1.5509586028386766,83.0,18.0,3.128038873317027,62.1,15.5,2.410981591974959,-0.8437282590292712,-0.5367705514607103,-0.8660254037844385,-0.5000000000000004,22.50000000000001,4.399999999999996,18.571428571428573,4.728571428571429,16.285714285714285,5.128571428571429,2.0,0.5,32.5,38.199999999999996,11.700000000000001,22.01428571428571,7.242857142857143,14.614285714285714,5.028571428571428,0.0,0.0,21.0,31.333333333333332,10.033333333333337,20.928571428571427,6.985714285714287,12.571428571428571,4.385714285714286,11.0,2.5,10.0,0,0,0
2010-08-30,2010-08-31,9.0,37.4,16.5,0,0,0,8.2,2.3,0.337788213519925,36.6,14.7,1.9793306949572629,15.5,9.1,1.0263240271824146,-0.8528367217694595,-0.522177676659508,-0.8660254037844385,-0.5000000000000004,21.166666666666675,3.533333333333329,11.214285714285714,2.271428571428572,16.892857142857142,5.292857142857144,13.0,60.5,0.5,44.0,12.6,21.71428571428571,7.114285714285714,16.857142857142858,5.885714285714285,20.0,39.5,6.0,26.666666666666668,8.200000000000003,17.357142857142858,6.671428571428573,13.75,5.035714285714286,30.5,41.5,0.0,0,0,0
2010-08-31,2010-09-01,53.3,23.6,12.8,0,0,0,52.1,10.6,2.0084424335220388,22.8,4.3,0.754809142833646,11.3,4.2,0.5421195812280508,-0.8616928164028522,-0.5074302810827518,-0.8660254037844385,-0.5000000000000004,38.80000000000001,7.066666666666662,18.82857142857143,3.7857142857142856,20.699999999999996,6.05,0.4,0.0,0.0,48.26666666666667,12.333333333333334,25.085714285714282,7.728571428571429,17.67142857142857,5.864285714285714,10.8,0.0,12.2,30.799999999999997,9.600000000000003,19.185714285714287,7.271428571428572,14.664285714285715,5.335714285714286,0.4,0.0,0.0,0,0,0
2010-09-01,2010-09-02,0.7,0.9,0.7,0,0,0,0.5,0.3,0.03661978661775387,0.6000000000000001,0.1,0.02433321316961438,0.8,0.1,0.027783625115549698,-0.8702939222685674,-0.49253272872205434,-1.0,-1.8369701987210297e-16,21.00000000000001,4.399999999999995,18.928571428571427,3.8285714285714287,14.37142857142857,3.5214285714285714,54.1,0.0,89.3,20.633333333333333,6.366666666666666,25.21428571428571,7.742857142857143,16.407142857142855,5.3500000000000005,83.8,0.0,18.6,10.0,4.4666666666666694,19.285714285714285,7.285714285714286,13.12142857142857,4.607142857142857,63.1,0.0,22.3,0,0,0
2010-09-02,2010-09-03,0.0,1.5,0.0,0,0,0,0.0,0.0,0.0,1.0,0.7,0.07743135046664058,0.0,0.0,0.0,-0.8786374941610001,-0.4774894280028391,-1.0,-1.8369701987210297e-16,18.00000000000001,3.633333333333328,18.642857142857142,3.771428571428572,13.821428571428571,3.307142857142857,9.0,2.0,7.7,8.666666666666666,1.7,25.428571428571423,7.8428571428571425,15.535714285714286,5.035714285714286,37.4,0.0,13.7,4.5,1.4333333333333356,17.714285714285715,6.214285714285714,12.785714285714286,4.521428571428571,16.5,11.0,4.7,1,0,1
2010-09-03,2010-09-04,0.4,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.886721063082993,-0.46230483047981086,-1.0,-1.8369701987210297e-16,0.3666666666666762,0.09999999999999526,16.84285714285714,3.0714285714285716,13.85,3.307142857142857,53.3,13.0,0.0,0.9333333333333332,0.26666666666666666,22.628571428571426,6.128571428571428,15.564285714285715,5.035714285714286,23.6,20.0,0.0,0.3666666666666667,0.033333333333335706,13.414285714285715,4.12857142857143,12.814285714285715,4.521428571428571,12.8,30.5,0.0,0,0,0
2010-09-04,2010-09-05,21.9,15.8,11.3,0,0,0,21.0,8.3,1.1113114585455948,14.9,7.1,0.8795776249118744,10.6,4.8,0.6640353774130865,-0.8945422369764496,-0.4469834295196741,-1.0,-1.8369701987210297e-16,7.433333333333342,2.766666666666662,19.91428571428571,4.257142857142857,15.414285714285715,3.9,0.7,0.4,0.0,5.8999999999999995,2.6,23.342857142857135,6.414285714285714,16.692857142857143,5.542857142857144,0.9,10.8,0.0,3.9000000000000004,1.6000000000000023,14.971428571428572,4.814285714285715,13.62142857142857,4.864285714285714,0.7,0.4,0.0,0,0,0
2010-09-05,2010-09-06,9.8,7.3,10.8,0,0,0,9.5,1.1,0.2597548608193853,6.9,1.1,0.21061470184101336,10.5,1.3,0.2913049135040104,-0.9020987014301837,-0.43152975897147144,-1.0,-1.8369701987210297e-16,10.700000000000008,3.133333333333329,13.585714285714285,3.2285714285714286,16.07857142857143,3.9785714285714286,0.0,54.1,0.5,7.833333333333333,2.733333333333333,12.414285714285711,4.000000000000001,17.214285714285715,5.621428571428571,1.5,83.8,0.0,7.5,2.0333333333333354,7.5,2.785714285714286,14.214285714285714,4.885714285714286,0.0,63.1,2.5,0,0,0
2010-09-06,2010-09-07,8.0,41.0,24.0,0,0,0,7.5,3.0,0.4145265212771136,40.4,20.6,2.3686512558690076,23.4,10.1,1.4288613427628676,-0.9093882203647925,-0.4159483918249421,-1.0,-1.8369701987210297e-16,13.233333333333343,4.133333333333328,13.442857142857141,3.3285714285714287,12.328571428571431,2.8000000000000003,0.4,9.0,60.5,21.366666666666664,9.6,12.928571428571425,4.842857142857143,17.321428571428573,5.978571428571429,0.4,37.4,39.5,15.366666666666667,5.400000000000002,8.571428571428571,2.9285714285714297,12.964285714285714,4.8,0.4,16.5,41.5,0,0,0
2010-09-07,2010-09-08,0.9,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9164086366943458,-0.4002439388573056,-1.0,-1.8369701987210297e-16,6.233333333333342,1.3666666666666618,5.957142857142857,1.8142857142857145,12.392857142857142,2.8000000000000003,21.9,53.3,0.0,16.099999999999998,7.233333333333334,9.557142857142853,4.2285714285714295,17.321428571428573,5.978571428571429,15.8,23.6,0.0,11.6,3.800000000000002,6.742857142857143,2.3285714285714296,12.964285714285714,4.8,11.3,12.8,0.0,0,1,1
2010-09-08,2010-09-09,9.6,0.0,0.0,0,0,0,9.600000000000001,4.7,0.562513157740847,0.0,0.0,0.0,0.0,0.0,0.0,-0.9231578729647039,-0.38442104726885545,-1.0,-1.8369701987210297e-16,6.166666666666676,2.5666666666666624,7.228571428571428,2.442857142857143,13.078571428571431,3.135714285714286,9.8,0.7,0.0,13.666666666666666,6.866666666666667,9.428571428571425,4.214285714285715,17.321428571428573,5.978571428571429,7.3,0.9,0.0,8.0,3.366666666666669,6.642857142857143,2.3142857142857154,12.964285714285714,4.8,10.8,0.7,0.0,0,2,2
2010-09-09,2010-09-10,0.5,0.5,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9296339319682695,-0.3684843993077793,-1.0,-1.8369701987210297e-16,3.6666666666666763,1.5666666666666622,7.299999999999999,2.442857142857143,12.971428571428573,3.107142857142857,8.0,0.0,2.0,0.16666666666666666,0.0,9.285714285714281,4.114285714285715,17.357142857142858,5.978571428571429,41.0,1.5,0.0,0.16666666666666666,0.0,6.714285714285714,2.3142857142857154,12.214285714285714,4.264285714285714,24.0,0.0,11.0,0,0,0
2010-09-10,2010-09-11,38.5,22.0,16.5,0,0,0,38.6,10.0,1.369208697073003,22.1,3.4,0.5894010861466724,16.7,2.1,0.3522095045391582,-0.9358348973349941,-0.35243871088460327,-1.0,-1.8369701987210297e-16,16.20000000000001,4.899999999999996,12.742857142857142,3.8714285714285714,14.792857142857144,3.471428571428571,0.9,0.4,13.0,7.5,1.1333333333333333,12.371428571428567,4.6000000000000005,17.5,5.364285714285714,0.0,0.4,20.0,5.666666666666667,0.7000000000000024,9.014285714285714,2.614285714285715,11.214285714285714,3.371428571428571,0.0,0.4,30.5,0,0,0
2010-09-11,2010-09-12,0.0,23.5,0.0,0,0,0,0.0,0.0,0.0,22.599999999999998,9.7,1.3413252807473397,0.0,0.0,0.0,-0.9417589340994617,-0.33628873017668287,-1.0,-1.8369701987210297e-16,13.000000000000009,3.3333333333333286,9.614285714285712,2.685714285714286,14.764285714285714,3.471428571428571,9.6,21.9,0.4,15.333333333333334,4.366666666666666,13.471428571428566,4.971428571428572,18.407142857142855,5.692857142857143,0.0,15.8,10.8,5.666666666666667,0.7000000000000024,7.3999999999999995,1.9285714285714295,11.185714285714285,3.3714285714285714,0.0,11.3,0.4,1,0,1
2010-09-12,2010-09-13,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9474042892438845,-0.32003923622313857,-1.0,-1.8369701987210297e-16,12.833333333333343,3.3333333333333286,8.214285714285714,2.5285714285714285,10.899999999999997,2.8785714285714286,0.5,9.8,54.1,15.166666666666666,4.366666666666666,12.428571428571425,4.814285714285715,12.421428571428573,4.4071428571428575,0.5,7.3,83.8,5.5,0.7000000000000024,5.857142857142857,1.7428571428571438,6.678571428571429,2.2642857142857142,0.5,10.8,63.1,2,1,2
2010-09-13,2010-09-14,1.9,22.2,0.5,0,0,0,1.0,1.0,0.10206207261596575,21.5,10.0,1.150262651165666,0.0,0.0,0.0,-0.9527692922168511,-0.30369503751065885,-1.0,-1.8369701987210297e-16,0.6333333333333427,0.3333333333333286,7.3428571428571425,2.242857142857143,10.39285714285714,2.7857142857142856,38.5,8.0,9.0,15.233333333333334,6.566666666666666,9.742857142857138,3.3000000000000003,11.335714285714285,4.071428571428571,22.0,41.0,37.4,0.16666666666666666,0.0,2.5,0.30000000000000104,5.535714285714286,1.6142857142857143,16.5,24.0,16.5,0,0,0
2010-09-14,2010-09-15,10.9,2.2,18.9,0,0,0,10.0,3.3,0.4200041770886687,1.0,0.5,0.055210919336985215,17.599999999999998,7.3,0.919114753349418,-0.9578523554276669,-0.28726097055059635,-1.0,-1.8369701987210297e-16,4.266666666666676,1.4333333333333285,8.77142857142857,2.7142857142857144,7.364285714285714,2.2642857142857147,0.0,0.9,53.3,8.133333333333333,3.5,10.057142857142853,3.3714285714285714,9.807142857142859,3.8000000000000003,23.5,0.0,23.6,6.466666666666666,2.433333333333336,5.2,1.3428571428571439,5.971428571428571,1.8357142857142856,0.0,0.0,12.8,0,0,0
2010-09-15,2010-09-16,3.2,10.6,5.1,0,0,0,3.0,0.5,0.09097425893885412,10.4,5.3,0.5624507775734534,4.9,1.1,0.14796499704618385,-0.9626519747161487,-0.2707418984477642,-1.0,-1.8369701987210297e-16,5.333333333333343,1.5999999999999952,7.857142857142857,2.1142857142857143,7.542857142857143,2.278571428571429,0.0,9.6,0.7,11.666666666666666,5.266666666666667,11.571428571428568,4.128571428571429,10.5,4.171428571428572,0.0,0.0,0.9,8.166666666666666,2.8000000000000025,5.928571428571429,1.500000000000001,6.285714285714286,1.9071428571428573,0.0,0.0,0.7,0,0,0
2010-09-16,2010-09-17,0.4,6.0,0.4,0,0,0,0.0,0.0,0.0,5.0,3.0,0.3512321669319587,0.0,0.0,0.0,-0.9671667297977312,-0.2541427094613622,-1.0,-1.8369701987210297e-16,4.833333333333343,1.266666666666662,7.8428571428571425,2.1142857142857143,7.571428571428571,2.278571428571429,1.9,0.5,0.0,6.266666666666667,2.9333333333333336,12.357142857142852,4.557142857142858,10.821428571428571,4.335714285714286,22.2,0.5,1.5,8.133333333333333,2.8000000000000025,5.914285714285714,1.500000000000001,6.314285714285714,1.9071428571428573,0.5,0.5,0.0,0,0,0
2010-09-17,2010-09-18,5.1,1.0,3.6,0,0,0,4.8,1.5,0.19249060127431514,0.9,0.6,0.06337544767826932,4.0,1.1,0.12950648564670966,-0.97139528468375,-0.23746831555846842,-1.0,-1.8369701987210297e-16,2.9000000000000092,0.666666666666662,3.0714285714285716,0.9,7.9071428571428575,2.3857142857142857,10.9,38.5,0.4,5.866666666666667,2.966666666666667,9.357142857142852,4.1571428571428575,10.864285714285714,4.378571428571428,2.2,22.0,0.4,3.033333333333333,0.7333333333333357,4.071428571428571,1.357142857142858,6.542857142857143,1.9857142857142858,18.9,16.5,0.4,0,0,0
2010-09-18,2010-09-19,68.0,3.0,1.0,0,0,0,67.6,31.3,3.822947792549802,3.0,0.6,0.09325968272009415,0.5,0.5,0.05103103630798288,-0.9753363880767837,-0.2207236509605022,-1.0,-1.8369701987210297e-16,24.50000000000001,10.933333333333328,12.785714285714286,5.371428571428572,11.200000000000001,4.028571428571429,3.2,0.0,21.9,3.3333333333333335,1.4000000000000001,6.428571428571424,2.8571428571428577,9.950000000000001,3.9142857142857146,10.6,23.5,15.8,1.6666666666666667,0.5333333333333358,4.214285714285714,1.4285714285714295,5.807142857142857,1.6785714285714286,5.1,0.0,11.3,0,0,0
2010-09-19,2010-09-20,1.0,0.5,0.5,0,0,0,0.5,0.4,0.04197691512615919,0.0,0.0,0.0,0.0,0.0,0.0,-0.9789888737409319,-0.20391367068311472,-1.0,-1.8369701987210297e-16,24.700000000000006,11.066666666666663,12.928571428571429,5.428571428571429,10.571428571428571,3.9785714285714286,0.4,0.0,9.8,1.5,0.39999999999999997,6.499999999999996,2.857142857142857,9.464285714285714,3.835714285714286,6.0,0.0,7.3,1.7,0.5333333333333358,4.285714285714286,1.4285714285714295,5.071428571428571,1.5857142857142856,0.4,0.0,10.8,0,0,0
2010-09-20,2010-09-21,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9823516608469237,-0.18704334906991657,-1.0,-1.8369701987210297e-16,23.00000000000001,10.566666666666661,12.657142857142857,5.285714285714286,10.0,3.7642857142857147,5.1,1.9,8.0,1.5,0.19999999999999998,3.4714285714285675,1.428571428571429,6.607142857142857,2.364285714285714,1.0,22.2,41.0,0.5,0.16666666666666904,4.214285714285714,1.4285714285714295,3.357142857142857,0.8642857142857144,3.6,0.5,24.0,1,0,1
2010-09-21,2010-09-22,0.5,1.5,0.0,0,0,0,0.0,0.0,0.0,1.1,0.3,0.05205218366756003,0.0,0.0,0.0,-0.9854237542919524,-0.17011767832049052,-1.0,-1.8369701987210297e-16,0.5000000000000094,0.1333333333333286,11.171428571428573,4.814285714285715,9.971428571428573,3.7642857142857147,68.0,10.9,0.9,1.0,0.09999999999999999,3.3714285714285674,1.4000000000000004,6.714285714285714,2.3857142857142857,3.0,2.2,0.0,0.16666666666666666,0.0,1.5142857142857142,0.3857142857142866,3.357142857142857,0.8642857142857144,1.0,18.9,0.0,0,0,2
2010-09-22,2010-09-23,3.0,0.0,0.0,0,0,0,2.9,1.7,0.17718250576983383,0.0,0.0,0.0,0.0,0.0,0.0,-0.9882042449941422,-0.15314166701312007,-1.0,-1.8369701987210297e-16,1.166666666666676,0.5666666666666619,11.142857142857142,4.985714285714287,9.5,3.55,1.0,3.2,9.6,0.8333333333333334,0.09999999999999999,1.857142857142853,0.6428571428571433,6.714285714285714,2.385714285714286,0.5,10.6,0.0,0.0,0.0,0.7857142857142857,0.22857142857142948,3.357142857142857,0.8642857142857144,0.5,5.1,0.0,0,1,3
2010-09-23,2010-09-24,0.5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9906923101615609,-0.13612033862266704,-1.0,-1.8369701987210297e-16,1.3333333333333428,0.5666666666666619,11.157142857142857,4.985714285714287,9.5,3.5500000000000003,0.0,0.4,0.5,0.5,0.09999999999999999,0.9999999999999959,0.2142857142857148,6.678571428571429,2.385714285714286,1.0,6.0,0.5,0.0,0.0,0.7285714285714285,0.22857142857142948,3.3214285714285716,0.8642857142857144,0.0,0.4,0.5,0,2,4
2010-09-24,2010-09-25,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9928872135356962,-0.11905873003404988,-1.0,-1.8369701987210297e-16,1.166666666666676,0.5666666666666619,10.428571428571429,4.771428571428572,6.75,2.835714285714286,0.5,5.1,38.5,0.0,0.0,0.8571428571428531,0.12857142857142906,5.107142857142857,2.142857142857143,1.5,1.0,22.0,0.0,0.0,0.21428571428571427,0.07142857142857231,2.142857142857143,0.7142857142857143,0.0,3.6,16.5,1,3,5
2010-09-25,2010-09-26,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.994788305609327,-0.10196189005174576,-1.0,-1.8369701987210297e-16,0.16666666666667615,0.0,0.7142857142857143,0.3,6.75,2.835714285714286,3.0,68.0,0.0,0.0,0.0,0.4285714285714245,0.042857142857143364,3.4285714285714284,1.4499999999999997,0.0,3.0,23.5,0.0,0.0,0.07142857142857142,0.0,2.142857142857143,0.7142857142857143,0.0,1.0,0.0,2,4,6
2010-09-26,2010-09-27,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9963950238187231,-0.08483487790576538,-1.0,-1.8369701987210297e-16,0.0,0.0,0.5714285714285714,0.24285714285714288,6.75,2.835714285714286,0.5,1.0,0.0,0.0,0.0,0.3571428571428531,0.042857142857143364,3.4285714285714284,1.4499999999999997,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.142857142857143,0.7142857142857143,0.0,0.5,0.0,3,5,7
2010-09-27,2010-09-28,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9977068927101168,-0.06768276175455162,-1.0,-1.8369701987210297e-16,0.0,0.0,0.5714285714285714,0.24285714285714288,6.614285714285714,2.7642857142857147,0.0,0.0,1.9,0.0,0.0,0.21428571428571022,0.042857142857143364,1.842857142857143,0.7357142857142857,0.0,1.0,22.2,0.0,0.0,0.0,0.0,2.107142857142857,0.7142857142857143,0.0,0.0,0.5,4,6,8
2010-09-28,2010-09-29,26.0,71.5,25.0,0,0,0,25.4,8.2,1.0977468950600748,71.0,21.5,2.836026841483351,24.400000000000002,8.5,1.1098522108031146,-0.9987235240803972,-0.050510617185222886,-1.0,-1.8369701987210297e-16,8.666666666666677,2.7333333333333285,4.214285714285714,1.4142857142857141,7.692857142857143,3.1142857142857143,0.0,0.5,10.9,23.833333333333332,7.166666666666667,10.21428571428571,3.071428571428572,6.792857142857143,2.2357142857142853,0.0,1.5,2.2,8.333333333333334,2.8333333333333357,3.5714285714285716,1.2142857142857153,2.542857142857143,0.7999999999999999,0.0,0.0,18.9,0,0,0
2010-09-29,2010-09-30,54.5,56.5,9.0,0,0,0,53.3,18.5,2.4453982472634794,56.199999999999996,31.9,3.4193252386573736,8.1,1.7,0.3092701510262338,-0.9994446170919858,-0.033323525711631344,-1.0,-1.8369701987210297e-16,26.833333333333343,8.899999999999995,11.571428571428571,3.814285714285714,11.357142857142858,4.4,0.0,3.0,3.2,42.666666666666664,17.8,18.28571428571428,7.628571428571429,10.071428571428571,4.135714285714285,0.0,0.0,10.6,11.333333333333334,3.400000000000002,4.857142857142857,1.457142857142858,2.8214285714285716,0.8428571428571427,0.0,0.0,5.1,0,0,0
2010-09-30,2010-10-01,6.5,0.0,10.0,0,0,0,5.5,2.1,0.2933454194081089,0.0,0.0,0.0,9.6,7.2,0.7459363596390641,-0.9998699583618592,-0.016126573270657762,-1.0,-1.8369701987210297e-16,29.00000000000001,9.599999999999996,12.428571428571429,4.114285714285715,11.792857142857143,4.55,0.0,0.5,0.4,42.666666666666664,17.8,18.28571428571428,7.628571428571429,9.642857142857142,3.921428571428571,0.0,0.0,6.0,14.666666666666666,5.800000000000002,6.285714285714286,2.4857142857142867,3.507142857142857,1.3571428571428572,0.0,0.0,0.4,0,1,0
2010-10-01,2010-10-02,0.0,1.0,8.0,0,0,0,0.0,0.0,0.0,0.5,0.5,0.05103103630798288,7.5,7.2,0.7351624417701668,-0.9999994220246925,0.001075151282798226,-0.8660254037844386,0.5000000000000001,20.333333333333343,6.866666666666663,12.428571428571429,4.114285714285715,11.428571428571429,4.442857142857143,26.0,0.0,5.1,19.166666666666668,10.799999999999999,18.428571428571423,7.700000000000001,9.642857142857142,3.914285714285714,71.5,0.0,1.0,9.0,5.36666666666667,7.428571428571429,3.5142857142857156,3.8214285714285716,1.7928571428571427,25.0,0.0,3.6,1,0,0
2010-10-02,2010-10-03,0.5,0.4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999832969770105,0.018276557681691223,-0.8660254037844386,0.5000000000000001,2.333333333333343,0.6999999999999953,12.5,4.114285714285715,6.607142857142857,2.2071428571428573,54.5,0.0,68.0,0.4666666666666666,0.16666666666666666,18.485714285714284,7.700000000000001,9.457142857142857,3.8714285714285714,56.5,0.0,3.0,6.0,4.800000000000003,7.428571428571429,3.5142857142857156,3.75,1.757142857142857,9.0,0.0,1.0,0,0,1
2010-10-03,2010-10-04,1.0,0.1,0.0,0,0,0,1.0,0.5,0.06237267732904355,0.0,0.0,0.0,0.0,0.0,0.0,-0.9993706508539969,0.03547255575312556,-0.8660254037844386,0.5000000000000001,0.5000000000000094,0.16666666666666194,12.642857142857142,4.185714285714286,6.607142857142857,2.2142857142857144,6.5,0.0,1.0,0.5,0.16666666666666666,18.499999999999996,7.700000000000001,9.428571428571429,3.8714285714285714,0.0,0.0,0.5,2.6666666666666665,2.4000000000000026,7.428571428571429,3.5142857142857156,3.7142857142857144,1.757142857142857,10.0,0.0,0.5,0,0,2
2010-10-04,2010-10-05,18.8,22.5,28.0,0,0,0,17.6,10.5,1.140883006748597,22.3,10.7,1.3007281193050595,27.900000000000002,14.5,1.755717164909512,-0.9986126020839734,0.052658056924614005,-0.8660254037844386,0.5000000000000001,6.766666666666676,3.666666666666662,15.328571428571427,5.685714285714285,7.95,2.9642857142857144,0.0,0.0,0.0,7.666666666666667,3.5666666666666664,21.71428571428571,9.228571428571428,10.964285714285714,4.635714285714286,1.0,0.0,1.0,9.333333333333334,4.833333333333336,11.428571428571429,5.585714285714287,5.714285714285714,2.7928571428571423,8.0,0.0,0.0,0,0,0
2010-10-05,2010-10-06,0.2,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9975590477788613,0.06982797572987089,-0.8660254037844386,0.5000000000000001,6.666666666666676,3.666666666666662,11.642857142857142,4.514285714285714,7.928571428571429,2.9642857142857144,0.5,26.0,0.5,7.533333333333334,3.5666666666666664,11.499999999999996,6.1571428571428575,10.857142857142858,4.614285714285714,0.4,71.5,1.5,9.4,4.833333333333336,7.885714285714286,4.371428571428573,5.728571428571429,2.7928571428571423,0.0,25.0,0.0,0,1,0
2010-10-06,2010-10-07,13.2,38.0,13.8,0,0,0,12.5,10.2,1.064757920761598,37.5,20.8,2.4926873312910605,13.5,7.6,0.9769531718562563,-0.9962102997023297,0.0869772313136861,-0.8660254037844386,0.5000000000000001,10.733333333333343,6.899999999999995,5.742857142857143,3.3285714285714283,8.657142857142857,3.5714285714285716,1.0,54.5,3.0,20.166666666666668,10.5,8.857142857142852,4.571428571428571,13.571428571428571,6.1000000000000005,0.1,56.5,0.0,14.0,7.36666666666667,8.571428571428571,5.214285714285715,6.714285714285714,3.3357142857142854,0.0,9.0,0.0,0,0,0
2010-10-07,2010-10-08,0.3,0.5,0.5,0,0,0,0.0,0.0,0.0,0.6000000000000001,0.1,0.024333213169614384,0.6000000000000001,0.1,0.024333213169614384,-0.9945667569706337,0.1041007489354256,-0.8660254037844386,0.5000000000000001,4.566666666666676,3.399999999999995,4.857142857142857,3.028571428571428,8.642857142857142,3.5714285714285716,18.8,6.5,0.5,12.833333333333334,6.966666666666668,8.928571428571425,4.585714285714286,13.607142857142858,6.107142857142857,22.5,0.0,0.0,4.833333333333333,2.5666666666666687,7.214285714285714,4.200000000000001,6.75,3.3428571428571425,28.0,10.0,0.0,0,0,0
2010-10-08,2010-10-09,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9926289059345095,0.121193461470736,-0.8660254037844386,0.5000000000000001,4.50000000000001,3.399999999999995,4.857142857142857,3.028571428571428,8.642857142857142,3.5714285714285716,0.2,0.0,0.0,12.833333333333334,6.966666666666668,8.785714285714281,4.514285714285715,13.607142857142858,6.107142857142857,0.0,1.0,0.0,4.766666666666667,2.5666666666666687,6.071428571428571,3.171428571428572,6.75,3.3428571428571425,0.2,8.0,0.0,1,1,1
2010-10-09,2010-10-10,6.5,17.0,5.5,0,0,0,6.0,4.2,0.43389302586552003,16.6,14.8,1.5175103687613625,4.9,3.7,0.3830610207447831,-0.9903973200352558,0.1382503109109819,-0.8660254037844386,0.5000000000000001,2.266666666666676,1.3999999999999952,5.714285714285714,3.6285714285714286,9.107142857142858,3.871428571428571,13.2,0.5,0.0,5.833333333333333,4.966666666666667,11.157142857142853,6.628571428571429,14.821428571428571,7.164285714285714,38.0,0.4,0.0,2.0,1.266666666666669,6.857142857142857,3.7000000000000006,7.142857142857143,3.607142857142857,13.8,0.0,0.0,0,0,0
2010-10-10,2010-10-11,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9878726596350429,0.15526624985999563,-0.8660254037844386,0.5000000000000001,2.1666666666666763,1.3999999999999952,5.571428571428571,3.557142857142857,9.107142857142858,3.871428571428571,0.3,1.0,0.0,5.666666666666667,4.933333333333334,11.142857142857139,6.628571428571429,14.821428571428571,7.164285714285714,0.5,0.1,0.0,1.8333333333333333,1.2333333333333358,6.857142857142857,3.7000000000000006,7.142857142857143,3.607142857142857,0.5,0.0,0.0,1,1,1
