#Bulk Export - Points every 1 day(s),,,,
,,0570061RF,0570051RF,0570021RF
,,LDG. NADA AT PAHANG (3931013),SG. LEMBING PAHANG CONSOLIDATED COMPANY LIMITED MILL AT PAHANG (3930012),LDG. KUALA REMAN AT PAHANG (3931014)
,,Rainfall.Primary,Rainfall.Primary,Rainfall.Primary
Start of Interval (UTC+08:00),End of Interval (UTC+08:00),Total (mm),Total (mm),Total (mm)
2009-12-01 00:00:00,2009-12-02 00:00:00,6.4,3.0,10.8
2009-12-02 00:00:00,2009-12-03 00:00:00,21.8,20.6,14.6
2009-12-03 00:00:00,2009-12-04 00:00:00,87.7,39.3,61.6
2009-12-04 00:00:00,2009-12-05 00:00:00,96.5,60.8,87.3
2009-12-05 00:00:00,2009-12-06 00:00:00,93.6,124.0,78.8
2009-12-06 00:00:00,2009-12-07 00:00:00,0.0,4.5,0.0
2009-12-07 00:00:00,2009-12-08 00:00:00,26.5,1.5,0.0
2009-12-08 00:00:00,2009-12-09 00:00:00,16.0,15.0,0.0
2009-12-09 00:00:00,2009-12-10 00:00:00,0.5,4.5,0.0
2009-12-10 00:00:00,2009-12-11 00:00:00,0.0,0.0,0.0
2009-12-11 00:00:00,2009-12-12 00:00:00,0.0,0.0,0.0
2009-12-12 00:00:00,2009-12-13 00:00:00,0.0,0.0,0.0
2009-12-13 00:00:00,2009-12-14 00:00:00,0.4,2.0,0.0
2009-12-14 00:00:00,2009-12-15 00:00:00,8.1,4.0,0.0
2009-12-15 00:00:00,2009-12-16 00:00:00,10.5,2.0,0.0
2009-12-16 00:00:00,2009-12-17 00:00:00,4.8,0.0,0.0
2009-12-17 00:00:00,2009-12-18 00:00:00,16.3,17.5,0.0
2009-12-18 00:00:00,2009-12-19 00:00:00,137.8,89.5,0.0
2009-12-19 00:00:00,2009-12-20 00:00:00,69.8,86.6,0.0
2009-12-20 00:00:00,2009-12-21 00:00:00,37.2,24.7,0.0
2009-12-21 00:00:00,2009-12-22 00:00:00,2.4,4.0,0.0
2009-12-22 00:00:00,2009-12-23 00:00:00,5.0,9.9,0.0
2009-12-23 00:00:00,2009-12-24 00:00:00,33.6,32.7,0.0
2009-12-24 00:00:00,2009-12-25 00:00:00,13.4,0.5,0.0
2009-12-25 00:00:00,2009-12-26 00:00:00,5.4,1.3,0.0
2009-12-26 00:00:00,2009-12-27 00:00:00,40.4,41.7,0.0
2009-12-27 00:00:00,2009-12-28 00:00:00,11.3,6.5,4.5
2009-12-28 00:00:00,2009-12-29 00:00:00,0.0,0.0,NaN
2009-12-29 00:00:00,2009-12-30 00:00:00,0.0,0.0,NaN
2009-12-30 00:00:00,2009-12-31 00:00:00,1.5,0.0,NaN
2009-12-31 00:00:00,2010-01-01 00:00:00,0.0,0.0,NaN
2010-01-01 00:00:00,2010-01-02 00:00:00,11.9,8.5,NaN
2010-01-02 00:00:00,2010-01-03 00:00:00,21.8,16.2,NaN
2010-01-03 00:00:00,2010-01-04 00:00:00,61.8,79.6,NaN
2010-01-04 00:00:00,2010-01-05 00:00:00,17.0,11.8,12.9
2010-01-05 00:00:00,2010-01-06 00:00:00,0.4,0.3,0.4
2010-01-06 00:00:00,2010-01-07 00:00:00,4.5,8.3,8.0
2010-01-07 00:00:00,2010-01-08 00:00:00,5.1,0.8,0.2
2010-01-08 00:00:00,2010-01-09 00:00:00,4.0,8.5,0.0
2010-01-09 00:00:00,2010-01-10 00:00:00,0.0,0.0,0.5
2010-01-10 00:00:00,2010-01-11 00:00:00,0.0,0.0,0.0
2010-01-11 00:00:00,2010-01-12 00:00:00,0.0,0.0,0.0
2010-01-12 00:00:00,2010-01-13 00:00:00,0.0,0.0,0.0
2010-01-13 00:00:00,2010-01-14 00:00:00,0.0,0.4,0.0
2010-01-14 00:00:00,2010-01-15 00:00:00,19.5,5.1,5.5
2010-01-15 00:00:00,2010-01-16 00:00:00,0.5,5.5,0.0
2010-01-16 00:00:00,2010-01-17 00:00:00,0.0,0.0,0.0
2010-01-17 00:00:00,2010-01-18 00:00:00,0.0,0.0,0.0
2010-01-18 00:00:00,2010-01-19 00:00:00,0.0,0.0,0.0
2010-01-19 00:00:00,2010-01-20 00:00:00,0.0,0.0,0.0
2010-01-20 00:00:00,2010-01-21 00:00:00,2.0,16.5,6.0
2010-01-21 00:00:00,2010-01-22 00:00:00,9.0,4.0,6.5
2010-01-22 00:00:00,2010-01-23 00:00:00,0.0,0.0,0.0
2010-01-23 00:00:00,2010-01-24 00:00:00,0.9,2.4,6.4
2010-01-24 00:00:00,2010-01-25 00:00:00,10.1,4.1,7.6
2010-01-25 00:00:00,2010-01-26 00:00:00,0.3,0.0,1.8
2010-01-26 00:00:00,2010-01-27 00:00:00,3.8,9.6,8.9
2010-01-27 00:00:00,2010-01-28 00:00:00,14.4,42.9,19.3
2010-01-28 00:00:00,2010-01-29 00:00:00,3.0,0.0,0.5
2010-01-29 00:00:00,2010-01-30 00:00:00,0.0,0.0,0.0
2010-01-30 00:00:00,2010-01-31 00:00:00,8.0,6.5,3.0
2010-01-31 00:00:00,2010-02-01 00:00:00,0.0,0.0,0.0
2010-02-01 00:00:00,2010-02-02 00:00:00,0.0,0.0,0.0
2010-02-02 00:00:00,2010-02-03 00:00:00,0.0,0.0,0.0
2010-02-03 00:00:00,2010-02-04 00:00:00,0.0,0.0,0.0
2010-02-04 00:00:00,2010-02-05 00:00:00,0.0,0.0,0.0
2010-02-05 00:00:00,2010-02-06 00:00:00,0.0,0.0,0.0
2010-02-06 00:00:00,2010-02-07 00:00:00,0.0,18.5,0.0
2010-02-07 00:00:00,2010-02-08 00:00:00,0.0,0.0,0.0
2010-02-08 00:00:00,2010-02-09 00:00:00,0.0,0.0,0.0
2010-02-09 00:00:00,2010-02-10 00:00:00,0.0,0.0,0.0
2010-02-10 00:00:00,2010-02-11 00:00:00,0.0,0.5,0.0
2010-02-11 00:00:00,2010-02-12 00:00:00,0.0,0.0,0.0
2010-02-12 00:00:00,2010-02-13 00:00:00,0.0,0.0,0.0
2010-02-13 00:00:00,2010-02-14 00:00:00,0.0,0.0,0.0
2010-02-14 00:00:00,2010-02-15 00:00:00,0.0,0.0,0.0
2010-02-15 00:00:00,2010-02-16 00:00:00,0.0,0.0,0.0
2010-02-16 00:00:00,2010-02-17 00:00:00,0.4,0.4,0.8
2010-02-17 00:00:00,2010-02-18 00:00:00,4.6,3.6,1.7
2010-02-18 00:00:00,2010-02-19 00:00:00,1.5,5.0,8.0
2010-02-19 00:00:00,2010-02-20 00:00:00,0.0,0.0,0.0
2010-02-20 00:00:00,2010-02-21 00:00:00,1.0,0.0,0.0
2010-02-21 00:00:00,2010-02-22 00:00:00,2.0,16.5,0.0
2010-02-22 00:00:00,2010-02-23 00:00:00,0.0,0.0,0.0
2010-02-23 00:00:00,2010-02-24 00:00:00,0.0,0.0,0.0
2010-02-24 00:00:00,2010-02-25 00:00:00,0.0,0.0,0.0
2010-02-25 00:00:00,2010-02-26 00:00:00,0.0,0.0,0.0
2010-02-26 00:00:00,2010-02-27 00:00:00,0.0,0.0,0.0
2010-02-27 00:00:00,2010-02-28 00:00:00,0.0,0.0,0.0
2010-02-28 00:00:00,2010-03-01 00:00:00,0.0,0.0,0.0
2010-03-01 00:00:00,2010-03-02 00:00:00,0.0,0.0,0.0
2010-03-02 00:00:00,2010-03-03 00:00:00,0.0,0.0,0.0
2010-03-03 00:00:00,2010-03-04 00:00:00,0.0,0.0,0.0
2010-03-04 00:00:00,2010-03-05 00:00:00,0.0,0.0,0.0
2010-03-05 00:00:00,2010-03-06 00:00:00,0.0,0.0,0.0
2010-03-06 00:00:00,2010-03-07 00:00:00,0.0,0.0,0.0
2010-03-07 00:00:00,2010-03-08 00:00:00,0.0,0.0,0.0
2010-03-08 00:00:00,2010-03-09 00:00:00,0.0,0.0,0.0
2010-03-09 00:00:00,2010-03-10 00:00:00,0.0,0.0,0.0
2010-03-10 00:00:00,2010-03-11 00:00:00,0.0,0.0,0.0
2010-03-11 00:00:00,2010-03-12 00:00:00,2.3,1.5,0.9
2010-03-12 00:00:00,2010-03-13 00:00:00,30.7,23.5,10.6
2010-03-13 00:00:00,2010-03-14 00:00:00,2.4,18.5,9.4
2010-03-14 00:00:00,2010-03-15 00:00:00,13.1,9.5,5.1
2010-03-15 00:00:00,2010-03-16 00:00:00,1.0,0.0,5.0
2010-03-16 00:00:00,2010-03-17 00:00:00,0.0,0.0,0.0
2010-03-17 00:00:00,2010-03-18 00:00:00,0.4,1.2,0.3
2010-03-18 00:00:00,2010-03-19 00:00:00,22.1,18.1,15.9
2010-03-19 00:00:00,2010-03-20 00:00:00,21.2,27.6,3.3
2010-03-20 00:00:00,2010-03-21 00:00:00,9.9,6.6,15.4
2010-03-21 00:00:00,2010-03-22 00:00:00,3.0,14.0,13.5
2010-03-22 00:00:00,2010-03-23 00:00:00,0.0,0.0,0.0
2010-03-23 00:00:00,2010-03-24 00:00:00,28.5,14.5,48.5
2010-03-24 00:00:00,2010-03-25 00:00:00,0.0,0.0,0.0
2010-03-25 00:00:00,2010-03-26 00:00:00,0.5,0.0,0.0
2010-03-26 00:00:00,2010-03-27 00:00:00,9.0,0.0,0.5
2010-03-27 00:00:00,2010-03-28 00:00:00,0.0,1.0,0.0
2010-03-28 00:00:00,2010-03-29 00:00:00,3.0,0.5,0.0
2010-03-29 00:00:00,2010-03-30 00:00:00,0.0,13.0,0.0
2010-03-30 00:00:00,2010-03-31 00:00:00,0.0,0.0,2.0
2010-03-31 00:00:00,2010-04-01 00:00:00,0.5,0.0,0.0
2010-04-01 00:00:00,2010-04-02 00:00:00,1.0,0.0,2.0
2010-04-02 00:00:00,2010-04-03 00:00:00,0.0,0.0,0.0
2010-04-03 00:00:00,2010-04-04 00:00:00,1.6,4.3,2.1
2010-04-04 00:00:00,2010-04-05 00:00:00,12.9,32.2,9.4
2010-04-05 00:00:00,2010-04-06 00:00:00,0.0,6.0,0.0
2010-04-06 00:00:00,2010-04-07 00:00:00,0.5,0.0,0.5
2010-04-07 00:00:00,2010-04-08 00:00:00,0.0,0.0,0.0
2010-04-08 00:00:00,2010-04-09 00:00:00,2.5,0.0,0.0
2010-04-09 00:00:00,2010-04-10 00:00:00,0.0,0.0,4.5
2010-04-10 00:00:00,2010-04-11 00:00:00,0.0,0.0,0.5
2010-04-11 00:00:00,2010-04-12 00:00:00,0.0,0.0,0.0
2010-04-12 00:00:00,2010-04-13 00:00:00,0.0,0.0,0.0
2010-04-13 00:00:00,2010-04-14 00:00:00,0.0,0.0,0.0
2010-04-14 00:00:00,2010-04-15 00:00:00,0.0,0.0,0.0
2010-04-15 00:00:00,2010-04-16 00:00:00,0.0,0.0,0.0
2010-04-16 00:00:00,2010-04-17 00:00:00,0.0,0.0,0.0
2010-04-17 00:00:00,2010-04-18 00:00:00,0.4,0.0,0.4
2010-04-18 00:00:00,2010-04-19 00:00:00,7.0,0.0,5.9
2010-04-19 00:00:00,2010-04-20 00:00:00,0.2,0.0,0.2
2010-04-20 00:00:00,2010-04-21 00:00:00,23.5,0.0,21.0
2010-04-21 00:00:00,2010-04-22 00:00:00,51.5,0.0,14.0
2010-04-22 00:00:00,2010-04-23 00:00:00,0.0,0.0,0.5
2010-04-23 00:00:00,2010-04-24 00:00:00,0.0,0.0,0.0
2010-04-24 00:00:00,2010-04-25 00:00:00,0.0,0.0,0.4
2010-04-25 00:00:00,2010-04-26 00:00:00,0.3,0.0,1.1
2010-04-26 00:00:00,2010-04-27 00:00:00,16.2,0.0,16.5
2010-04-27 00:00:00,2010-04-28 00:00:00,70.5,0.0,14.0
2010-04-28 00:00:00,2010-04-29 00:00:00,1.5,0.0,0.0
2010-04-29 00:00:00,2010-04-30 00:00:00,0.0,0.0,14.5
2010-04-30 00:00:00,2010-05-01 00:00:00,0.0,0.0,0.0
2010-05-01 00:00:00,2010-05-02 00:00:00,0.0,0.0,0.0
2010-05-02 00:00:00,2010-05-03 00:00:00,0.0,0.0,0.0
2010-05-03 00:00:00,2010-05-04 00:00:00,0.0,0.0,0.0
2010-05-04 00:00:00,2010-05-05 00:00:00,0.0,0.0,0.0
2010-05-05 00:00:00,2010-05-06 00:00:00,0.0,2.5,3.5
2010-05-06 00:00:00,2010-05-07 00:00:00,0.0,0.0,0.0
2010-05-07 00:00:00,2010-05-08 00:00:00,0.0,0.0,0.0
2010-05-08 00:00:00,2010-05-09 00:00:00,0.0,0.0,0.0
2010-05-09 00:00:00,2010-05-10 00:00:00,37.5,36.5,16.0
2010-05-10 00:00:00,2010-05-11 00:00:00,0.0,0.0,0.0
2010-05-11 00:00:00,2010-05-12 00:00:00,0.0,0.0,0.0
2010-05-12 00:00:00,2010-05-13 00:00:00,0.0,5.0,1.5
2010-05-13 00:00:00,2010-05-14 00:00:00,4.5,0.0,13.0
2010-05-14 00:00:00,2010-05-15 00:00:00,2.2,16.3,3.2
2010-05-15 00:00:00,2010-05-16 00:00:00,4.8,2.7,19.3
2010-05-16 00:00:00,2010-05-17 00:00:00,10.0,1.8,29.8
2010-05-17 00:00:00,2010-05-18 00:00:00,0.4,0.2,0.7
2010-05-18 00:00:00,2010-05-19 00:00:00,0.6,0.5,0.5
2010-05-19 00:00:00,2010-05-20 00:00:00,30.5,20.5,25.0
2010-05-20 00:00:00,2010-05-21 00:00:00,1.1,1.0,2.6
2010-05-21 00:00:00,2010-05-22 00:00:00,0.0,0.0,0.4
2010-05-22 00:00:00,2010-05-23 00:00:00,11.5,3.4,23.0
2010-05-23 00:00:00,2010-05-24 00:00:00,0.0,0.1,0.0
2010-05-24 00:00:00,2010-05-25 00:00:00,0.0,0.0,0.0
2010-05-25 00:00:00,2010-05-26 00:00:00,5.0,0.5,1.0
2010-05-26 00:00:00,2010-05-27 00:00:00,0.0,0.0,0.0
2010-05-27 00:00:00,2010-05-28 00:00:00,0.0,0.0,0.0
2010-05-28 00:00:00,2010-05-29 00:00:00,0.0,0.0,0.0
2010-05-29 00:00:00,2010-05-30 00:00:00,0.0,0.0,0.0
2010-05-30 00:00:00,2010-05-31 00:00:00,3.0,1.5,0.5
2010-05-31 00:00:00,2010-06-01 00:00:00,0.0,0.0,0.0
2010-06-01 00:00:00,2010-06-02 00:00:00,0.0,0.0,0.0
2010-06-02 00:00:00,2010-06-03 00:00:00,0.5,0.0,0.0
2010-06-03 00:00:00,2010-06-04 00:00:00,0.0,0.5,1.4
2010-06-04 00:00:00,2010-06-05 00:00:00,32.1,43.0,47.2
2010-06-05 00:00:00,2010-06-06 00:00:00,9.9,11.5,22.9
2010-06-06 00:00:00,2010-06-07 00:00:00,0.4,19.9,2.9
2010-06-07 00:00:00,2010-06-08 00:00:00,3.6,8.1,4.6
2010-06-08 00:00:00,2010-06-09 00:00:00,0.0,0.0,0.0
2010-06-09 00:00:00,2010-06-10 00:00:00,0.5,0.5,0.5
2010-06-10 00:00:00,2010-06-11 00:00:00,1.0,0.5,1.0
2010-06-11 00:00:00,2010-06-12 00:00:00,0.0,0.0,0.0
2010-06-12 00:00:00,2010-06-13 00:00:00,7.5,5.5,1.0
2010-06-13 00:00:00,2010-06-14 00:00:00,0.0,0.0,0.5
2010-06-14 00:00:00,2010-06-15 00:00:00,0.0,0.0,0.0
2010-06-15 00:00:00,2010-06-16 00:00:00,3.5,11.5,0.0
2010-06-16 00:00:00,2010-06-17 00:00:00,0.0,0.0,0.0
2010-06-17 00:00:00,2010-06-18 00:00:00,0.0,0.0,0.0
2010-06-18 00:00:00,2010-06-19 00:00:00,0.0,0.0,0.0
2010-06-19 00:00:00,2010-06-20 00:00:00,0.0,0.0,0.0
2010-06-20 00:00:00,2010-06-21 00:00:00,6.4,3.4,2.9
2010-06-21 00:00:00,2010-06-22 00:00:00,47.1,52.5,57.0
2010-06-22 00:00:00,2010-06-23 00:00:00,0.0,0.2,0.0
2010-06-23 00:00:00,2010-06-24 00:00:00,8.5,21.5,15.0
2010-06-24 00:00:00,2010-06-25 00:00:00,0.4,7.5,0.4
2010-06-25 00:00:00,2010-06-26 00:00:00,10.6,39.0,4.1
2010-06-26 00:00:00,2010-06-27 00:00:00,41.7,18.0,44.0
2010-06-27 00:00:00,2010-06-28 00:00:00,0.3,1.5,0.5
2010-06-28 00:00:00,2010-06-29 00:00:00,1.0,0.5,0.5
2010-06-29 00:00:00,2010-06-30 00:00:00,38.5,12.0,70.5
2010-06-30 00:00:00,2010-07-01 00:00:00,0.0,0.0,0.0
2010-07-01 00:00:00,2010-07-02 00:00:00,0.0,8.0,0.0
2010-07-02 00:00:00,2010-07-03 00:00:00,14.0,7.5,14.5
2010-07-03 00:00:00,2010-07-04 00:00:00,56.2,35.9,59.0
2010-07-04 00:00:00,2010-07-05 00:00:00,6.8,10.6,12.0
2010-07-05 00:00:00,2010-07-06 00:00:00,0.0,0.0,0.0
2010-07-06 00:00:00,2010-07-07 00:00:00,0.0,0.0,0.0
2010-07-07 00:00:00,2010-07-08 00:00:00,0.4,0.0,0.4
2010-07-08 00:00:00,2010-07-09 00:00:00,61.2,54.5,57.1
2010-07-09 00:00:00,2010-07-10 00:00:00,17.8,5.0,61.4
2010-07-10 00:00:00,2010-07-11 00:00:00,0.6,0.0,0.6
2010-07-11 00:00:00,2010-07-12 00:00:00,0.0,0.0,0.0
2010-07-12 00:00:00,2010-07-13 00:00:00,0.0,0.0,0.0
2010-07-13 00:00:00,2010-07-14 00:00:00,0.0,0.0,0.0
2010-07-14 00:00:00,2010-07-15 00:00:00,0.0,0.0,0.0
2010-07-15 00:00:00,2010-07-16 00:00:00,0.4,0.0,0.4
2010-07-16 00:00:00,2010-07-17 00:00:00,2.6,4.0,6.6
2010-07-17 00:00:00,2010-07-18 00:00:00,0.0,0.0,0.0
2010-07-18 00:00:00,2010-07-19 00:00:00,3.0,1.0,0.5
2010-07-19 00:00:00,2010-07-20 00:00:00,7.0,25.7,0.0
2010-07-20 00:00:00,2010-07-21 00:00:00,3.0,14.3,0.0
2010-07-21 00:00:00,2010-07-22 00:00:00,0.0,0.5,0.0
2010-07-22 00:00:00,2010-07-23 00:00:00,0.0,0.5,0.0
2010-07-23 00:00:00,2010-07-24 00:00:00,0.0,0.0,0.0
2010-07-24 00:00:00,2010-07-25 00:00:00,0.0,0.4,0.4
2010-07-25 00:00:00,2010-07-26 00:00:00,32.8,26.7,40.8
2010-07-26 00:00:00,2010-07-27 00:00:00,6.7,7.4,14.8
2010-07-27 00:00:00,2010-07-28 00:00:00,0.0,0.0,0.0
2010-07-28 00:00:00,2010-07-29 00:00:00,0.0,0.0,0.0
2010-07-29 00:00:00,2010-07-30 00:00:00,9.0,5.4,11.5
2010-07-30 00:00:00,2010-07-31 00:00:00,18.5,20.6,5.0
2010-07-31 00:00:00,2010-08-01 00:00:00,4.8,0.5,1.0
2010-08-01 00:00:00,2010-08-02 00:00:00,21.2,24.5,30.5
2010-08-02 00:00:00,2010-08-03 00:00:00,0.0,0.0,0.0
2010-08-03 00:00:00,2010-08-04 00:00:00,0.0,0.0,0.0
2010-08-04 00:00:00,2010-08-05 00:00:00,0.4,0.4,0.5
2010-08-05 00:00:00,2010-08-06 00:00:00,4.1,3.1,3.5
2010-08-06 00:00:00,2010-08-07 00:00:00,0.0,0.0,0.0
2010-08-07 00:00:00,2010-08-08 00:00:00,4.0,40.0,3.0
2010-08-08 00:00:00,2010-08-09 00:00:00,0.0,0.0,0.0
2010-08-09 00:00:00,2010-08-10 00:00:00,0.0,0.0,0.0
2010-08-10 00:00:00,2010-08-11 00:00:00,0.0,0.0,0.0
2010-08-11 00:00:00,2010-08-12 00:00:00,0.0,7.5,0.0
2010-08-12 00:00:00,2010-08-13 00:00:00,0.0,0.0,0.0
2010-08-13 00:00:00,2010-08-14 00:00:00,0.0,8.0,0.0
2010-08-14 00:00:00,2010-08-15 00:00:00,36.0,9.0,4.5
2010-08-15 00:00:00,2010-08-16 00:00:00,32.5,21.0,10.0
2010-08-16 00:00:00,2010-08-17 00:00:00,0.5,6.0,0.0
2010-08-17 00:00:00,2010-08-18 00:00:00,0.0,12.2,0.0
2010-08-18 00:00:00,2010-08-19 00:00:00,89.3,18.6,22.3
2010-08-19 00:00:00,2010-08-20 00:00:00,7.7,13.7,4.7
2010-08-20 00:00:00,2010-08-21 00:00:00,0.0,0.0,0.0
2010-08-21 00:00:00,2010-08-22 00:00:00,0.0,0.0,0.0
2010-08-22 00:00:00,2010-08-23 00:00:00,0.5,0.0,2.5
2010-08-23 00:00:00,2010-08-24 00:00:00,60.5,39.5,41.5
2010-08-24 00:00:00,2010-08-25 00:00:00,0.0,0.0,0.0
2010-08-25 00:00:00,2010-08-26 00:00:00,0.0,0.0,0.0
2010-08-26 00:00:00,2010-08-27 00:00:00,2.0,0.0,11.0
2010-08-27 00:00:00,2010-08-28 00:00:00,13.0,20.0,30.5
2010-08-28 00:00:00,2010-08-29 00:00:00,0.4,10.8,0.4
2010-08-29 00:00:00,2010-08-30 00:00:00,54.1,83.8,63.1
2010-08-30 00:00:00,2010-08-31 00:00:00,9.0,37.4,16.5
2010-08-31 00:00:00,2010-09-01 00:00:00,53.3,23.6,12.8
2010-09-01 00:00:00,2010-09-02 00:00:00,0.7,0.9,0.7
2010-09-02 00:00:00,2010-09-03 00:00:00,0.0,1.5,0.0
2010-09-03 00:00:00,2010-09-04 00:00:00,0.4,0.4,0.4
2010-09-04 00:00:00,2010-09-05 00:00:00,21.9,15.8,11.3
2010-09-05 00:00:00,2010-09-06 00:00:00,9.8,7.3,10.8
2010-09-06 00:00:00,2010-09-07 00:00:00,8.0,41.0,24.0
2010-09-07 00:00:00,2010-09-08 00:00:00,0.9,0.0,0.0
2010-09-08 00:00:00,2010-09-09 00:00:00,9.6,0.0,0.0
2010-09-09 00:00:00,2010-09-10 00:00:00,0.5,0.5,0.5
2010-09-10 00:00:00,2010-09-11 00:00:00,38.5,22.0,16.5
2010-09-11 00:00:00,2010-09-12 00:00:00,0.0,23.5,0.0
2010-09-12 00:00:00,2010-09-13 00:00:00,0.0,0.0,0.0
2010-09-13 00:00:00,2010-09-14 00:00:00,1.9,22.2,0.5
2010-09-14 00:00:00,2010-09-15 00:00:00,10.9,2.2,18.9
2010-09-15 00:00:00,2010-09-16 00:00:00,3.2,10.6,5.1
2010-09-16 00:00:00,2010-09-17 00:00:00,0.4,6.0,0.4
2010-09-17 00:00:00,2010-09-18 00:00:00,5.1,1.0,3.6
2010-09-18 00:00:00,2010-09-19 00:00:00,68.0,3.0,1.0
2010-09-19 00:00:00,2010-09-20 00:00:00,1.0,0.5,0.5
2010-09-20 00:00:00,2010-09-21 00:00:00,0.0,1.0,0.0
2010-09-21 00:00:00,2010-09-22 00:00:00,0.5,1.5,0.0
2010-09-22 00:00:00,2010-09-23 00:00:00,3.0,0.0,0.0
2010-09-23 00:00:00,2010-09-24 00:00:00,0.5,0.0,0.0
2010-09-24 00:00:00,2010-09-25 00:00:00,0.0,0.0,0.0
2010-09-25 00:00:00,2010-09-26 00:00:00,0.0,0.0,0.0
2010-09-26 00:00:00,2010-09-27 00:00:00,0.0,0.0,0.0
2010-09-27 00:00:00,2010-09-28 00:00:00,0.0,0.0,0.0
2010-09-28 00:00:00,2010-09-29 00:00:00,26.0,71.5,25.0
2010-09-29 00:00:00,2010-09-30 00:00:00,54.5,56.5,9.0
2010-09-30 00:00:00,2010-10-01 00:00:00,6.5,0.0,10.0
2010-10-01 00:00:00,2010-10-02 00:00:00,0.0,1.0,8.0
2010-10-02 00:00:00,2010-10-03 00:00:00,0.5,0.4,0.0
2010-10-03 00:00:00,2010-10-04 00:00:00,1.0,0.1,0.0
2010-10-04 00:00:00,2010-10-05 00:00:00,18.8,22.5,28.0
2010-10-05 00:00:00,2010-10-06 00:00:00,0.2,0.0,0.2
2010-10-06 00:00:00,2010-10-07 00:00:00,13.2,38.0,13.8
2010-10-07 00:00:00,2010-10-08 00:00:00,0.3,0.5,0.5
2010-10-08 00:00:00,2010-10-09 00:00:00,0.0,0.0,0.0
2010-10-09 00:00:00,2010-10-10 00:00:00,6.5,17.0,5.5
2010-10-10 00:00:00,2010-10-11 00:00:00,0.0,0.0,0.0
2010-10-11 00:00:00,2010-10-12 00:00:00,0.0,0.0,0.0
2010-10-12 00:00:00,2010-10-13 00:00:00,0.0,0.0,4.5
2010-10-13 00:00:00,2010-10-14 00:00:00,19.7,16.1,32.7
2010-10-14 00:00:00,2010-10-15 00:00:00,1.3,2.4,1.8
2010-10-15 00:00:00,2010-10-16 00:00:00,0.0,0.0,0.0
2010-10-16 00:00:00,2010-10-17 00:00:00,13.5,0.5,19.5
2010-10-17 00:00:00,2010-10-18 00:00:00,5.2,0.0,14.7
2010-10-18 00:00:00,2010-10-19 00:00:00,1.3,0.0,1.2
2010-10-19 00:00:00,2010-10-20 00:00:00,5.0,0.0,10.6
2010-10-20 00:00:00,2010-10-21 00:00:00,0.0,1.0,0.0
2010-10-21 00:00:00,2010-10-22 00:00:00,0.0,0.0,0.0
2010-10-22 00:00:00,2010-10-23 00:00:00,3.3,1.5,3.5
2010-10-23 00:00:00,2010-10-24 00:00:00,15.9,1.0,0.5
2010-10-24 00:00:00,2010-10-25 00:00:00,13.1,38.5,22.0
2010-10-25 00:00:00,2010-10-26 00:00:00,27.9,9.4,13.6
2010-10-26 00:00:00,2010-10-27 00:00:00,85.1,29.1,47.9
2010-10-27 00:00:00,2010-10-28 00:00:00,3.2,7.5,2.5
2010-10-28 00:00:00,2010-10-29 00:00:00,4.5,6.0,7.4
2010-10-29 00:00:00,2010-10-30 00:00:00,1.0,11.5,0.6
2010-10-30 00:00:00,2010-10-31 00:00:00,4.5,7.0,4.0
2010-10-31 00:00:00,2010-11-01 00:00:00,0.0,0.0,0.2
2010-11-01 00:00:00,2010-11-02 00:00:00,0.0,0.0,0.8
2010-11-02 00:00:00,2010-11-03 00:00:00,0.0,0.0,1.9
2010-11-03 00:00:00,2010-11-04 00:00:00,11.1,0.4,11.1
2010-11-04 00:00:00,2010-11-05 00:00:00,1.4,0.6,2.5
2010-11-05 00:00:00,2010-11-06 00:00:00,21.5,47.5,22.5
2010-11-06 00:00:00,2010-11-07 00:00:00,9.1,17.7,7.4
2010-11-07 00:00:00,2010-11-08 00:00:00,6.9,6.3,8.1
2010-11-08 00:00:00,2010-11-09 00:00:00,1.8,1.0,0.0
2010-11-09 00:00:00,2010-11-10 00:00:00,2.0,7.0,0.0
2010-11-10 00:00:00,2010-11-11 00:00:00,1.2,0.0,16.5
2010-11-11 00:00:00,2010-11-12 00:00:00,59.5,92.8,42.2
2010-11-12 00:00:00,2010-11-13 00:00:00,28.5,47.8,26.3
2010-11-13 00:00:00,2010-11-14 00:00:00,1.5,36.9,0.5
2010-11-14 00:00:00,2010-11-15 00:00:00,0.0,0.0,0.0
2010-11-15 00:00:00,2010-11-16 00:00:00,4.5,3.0,4.5
2010-11-16 00:00:00,2010-11-17 00:00:00,0.0,1.0,0.0
2010-11-17 00:00:00,2010-11-18 00:00:00,15.5,12.5,3.0
2010-11-18 00:00:00,2010-11-19 00:00:00,0.0,51.0,0.5
2010-11-19 00:00:00,2010-11-20 00:00:00,30.0,35.6,30.5
2010-11-20 00:00:00,2010-11-21 00:00:00,26.1,1.4,3.9
2010-11-21 00:00:00,2010-11-22 00:00:00,24.4,69.0,87.6
2010-11-22 00:00:00,2010-11-23 00:00:00,8.0,1.0,10.0
2010-11-23 00:00:00,2010-11-24 00:00:00,0.9,7.0,0.4
2010-11-24 00:00:00,2010-11-25 00:00:00,35.5,18.5,6.5
2010-11-25 00:00:00,2010-11-26 00:00:00,0.5,0.8,7.0
2010-11-26 00:00:00,2010-11-27 00:00:00,23.1,15.2,22.6
2010-11-27 00:00:00,2010-11-28 00:00:00,13.0,38.0,3.5
